,NÚMERO DE INSCRIÇÃO,SITUAÇÃO,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,ANO
8326,47102172836,Presente,A,A,D,C,C,B,B,C,D,B,E,C,D,B,D,D,D,E,E,A,A,D,B,B,E,D,B,D,A,C,E,D,E,B,B,B,B,A,A,C,C,D,B,D,A,B,E,A,B,A,A,A,A,D,B,D,E,C,D,E,D,A,B,A,B,E,B,C,A,A,2018
8327,47102174938,Presente,E,D,C,A,C,B,A,D,B,A,B,E,C,B,A,D,B,C,D,A,E,D,B,B,C,D,A,A,E,C,B,E,E,A,E,B,C,D,D,D,E,D,C,D,A,C,A,A,E,A,C,E,A,D,A,D,B,C,C,C,A,D,D,A,B,D,C,C,D,E,2018
8328,47101146056,Presente,E,A,C,E,A,B,D,A,C,A,B,E,D,C,C,D,D,E,D,A,A,A,D,A,E,E,B,D,A,C,B,E,E,E,C,B,C,D,D,D,C,D,E,D,B,B,A,B,C,C,E,C,E,D,A,D,A,C,B,B,A,D,C,A,B,E,C,C,A,A,2018
8329,47101173499,Presente,E,D,C,D,D,C,A,A,E,A,E,E,D,C,A,A,D,D,D,A,C,B,C,A,C,D,B,D,B,C,E,E,E,E,B,B,C,D,A,E,C,D,D,D,C,C,A,B,C,A,A,D,A,D,A,D,D,E,B,C,A,B,C,A,B,E,B,C,B,A,2018
8331,47101150931,Presente,E,A,B,E,D,B,C,A,A,B,B,C,D,C,C,E,D,E,C,A,A,A,A,E,E,D,B,D,B,C,E,E,E,E,C,E,C,D,E,D,D,D,D,D,A,C,A,A,A,A,A,A,A,D,C,A,B,C,B,D,A,D,D,D,B,D,C,C,C,A,2018
8332,47101174417,Presente,E,B,C,E,D,B,A,A,B,D,E,E,E,C,C,A,D,A,D,A,B,E,A,A,E,D,B,B,C,C,E,E,B,E,C,B,A,D,E,D,E,D,A,D,B,D,B,A,E,C,D,B,E,A,D,C,D,C,D,D,A,D,C,A,B,A,D,E,A,A,2018
8333,47101173249,Presente,E,B,B,C,D,B,A,E,B,A,D,A,D,A,E,B,A,B,D,E,A,A,D,E,A,C,B,D,A,D,E,C,E,A,A,A,D,E,C,A,E,A,A,E,E,D,A,B,B,B,C,C,A,D,E,D,C,E,B,C,E,A,D,C,B,E,C,B,C,A,2018
8334,47101165957,Presente,B,C,C,A,D,B,A,A,A,B,D,D,B,B,C,B,A,D,C,A,D,B,B,A,A,E,A,D,E,B,E,B,A,B,B,B,C,D,D,A,E,A,B,D,A,B,C,D,C,A,C,A,A,D,B,D,B,A,D,E,E,D,B,A,C,C,C,D,A,A,2018
8335,47101146183,Presente,B,C,A,D,B,E,A,E,C,B,E,C,B,B,C,A,C,A,C,A,E,D,C,E,A,D,A,D,D,C,E,E,A,E,B,B,C,D,D,A,C,B,D,B,C,B,D,D,B,C,E,A,E,D,A,D,A,D,E,C,E,D,C,E,B,E,A,E,D,E,2018
8337,47101155086,Presente,A,B,D,B,C,D,A,B,E,A,B,A,B,C,A,A,D,C,A,A,A,D,A,B,D,E,A,B,E,C,C,B,A,E,C,B,B,D,D,B,E,D,C,C,D,A,A,C,D,B,D,B,E,D,A,D,B,C,B,D,B,D,B,A,A,E,D,C,A,A,2018
8338,47101173179,Presente,A,D,A,E,D,E,C,B,D,A,E,E,D,B,C,D,D,C,C,A,A,C,A,A,C,D,B,D,E,C,E,E,E,C,E,B,A,D,D,C,A,D,D,D,B,A,B,A,D,C,A,C,E,A,A,D,C,C,B,D,C,D,A,A,B,E,D,C,A,A,2018
8341,47101175017,Presente,E,B,B,B,B,B,D,D,B,A,C,E,B,B,C,D,B,C,D,A,B,B,D,B,B,B,B,D,B,C,C,E,C,E,E,B,B,D,B,B,B,A,D,D,B,B,B,B,B,A,A,B,E,D,B,B,B,B,D,B,A,D,B,A,B,E,C,B,E,C,2018
8342,47101149540,Presente,E,D,A,E,A,B,A,A,B,A,E,A,D,B,C,D,D,B,A,A,A,D,D,A,C,E,B,D,E,C,A,E,B,E,C,B,C,D,A,B,D,D,E,D,A,D,A,A,C,A,D,A,E,D,A,D,A,C,B,C,D,D,D,A,B,E,B,B,E,C,2018
8343,47101172788,Presente,C,A,B,B,C,C,A,E,C,D,C,D,C,C,C,B,D,C,C,D,A,B,E,B,A,A,E,B,E,B,C,B,D,E,B,A,C,A,D,D,C,C,C,C,C,E,C,D,D,C,A,C,E,D,B,D,A,E,B,D,C,D,B,C,A,C,B,C,C,C,2018
8344,47101164994,Presente,A,B,C,E,B,E,C,E,B,A,D,C,D,B,C,A,D,E,D,A,A,C,A,A,D,D,B,E,D,C,B,E,B,B,E,B,A,A,A,D,C,D,B,D,C,B,D,A,C,B,D,C,E,D,B,E,D,A,C,A,A,D,B,D,B,E,A,C,D,A,2018
8345,47101173999,Presente,A,B,C,E,D,B,B,A,B,E,A,C,D,C,A,B,D,C,E,A,C,D,A,B,E,D,B,D,D,C,E,E,E,E,E,E,A,E,A,C,C,D,C,D,B,B,C,A,C,A,E,D,A,D,D,D,A,C,B,B,D,D,C,A,C,E,B,C,A,C,2018
8346,47101176820,Presente,E,B,C,E,C,B,B,C,E,A,C,E,B,C,C,D,A,D,A,A,C,D,A,A,E,B,B,D,C,C,E,E,B,D,B,B,C,A,D,A,C,A,B,D,D,C,C,D,B,A,D,A,E,D,C,E,E,C,B,E,A,D,C,A,B,A,D,C,A,A,2018
8347,47101147839,Presente,A,A,C,E,A,B,C,B,B,B,B,C,D,B,C,D,D,A,C,A,A,A,A,B,E,B,B,D,E,C,E,E,E,E,C,B,B,D,A,D,D,D,E,D,B,B,A,A,B,C,E,E,E,D,E,D,A,C,B,B,A,D,B,A,B,E,C,D,A,A,2018
8348,47101173353,Presente,A,A,C,E,C,B,E,D,E,D,C,A,D,C,A,E,C,B,D,A,C,D,A,A,A,C,B,E,D,C,E,E,C,E,D,B,B,D,A,D,C,D,E,D,D,A,A,B,B,A,B,D,A,D,B,D,B,D,B,D,D,D,C,D,B,E,C,E,A,C,2018
8349,47101148731,Presente,A,A,C,A,E,C,C,A,B,B,B,E,D,C,C,D,D,E,C,A,C,D,A,A,C,A,B,D,A,C,E,E,E,E,E,B,E,D,D,E,C,A,D,D,B,E,C,A,D,A,D,A,E,D,A,D,D,C,B,D,E,D,C,A,B,D,C,A,A,A,2018
8350,47101176408,Presente,A,E,B,C,C,D,E,A,E,C,D,C,D,A,C,B,C,B,D,A,C,B,A,A,C,D,B,B,A,C,D,E,B,E,A,B,C,D,D,E,E,C,D,B,A,C,D,C,B,E,D,B,E,A,B,D,A,C,B,D,A,D,C,B,B,E,C,B,A,A,2018
8352,47101158743,Presente,A,D,C,E,C,B,D,A,B,A,E,D,D,E,A,D,B,C,C,A,A,D,D,D,C,D,B,E,E,C,B,E,A,C,B,B,C,E,D,D,E,A,D,D,A,A,C,A,B,D,D,E,E,D,A,D,A,B,B,C,A,A,C,A,B,E,C,D,A,C,2018
8355,47101149755,Presente,D,D,C,A,C,B,A,D,A,B,E,D,B,B,A,D,D,C,E,A,C,D,A,A,E,D,B,C,B,C,E,B,B,E,B,B,C,A,E,A,C,A,D,D,D,E,A,E,D,C,A,A,E,B,B,D,D,C,A,D,C,D,D,A,B,E,C,A,D,A,2018
8356,47101146932,Presente,E,D,B,C,E,B,D,C,D,A,B,E,D,E,C,A,D,A,B,A,A,B,C,A,C,D,B,A,E,C,E,B,D,E,B,B,C,D,A,D,A,E,B,D,D,A,C,C,B,A,B,A,E,D,C,D,A,E,D,A,A,D,B,A,B,D,B,C,A,A,2018
8357,47101145930,Presente,A,A,B,E,D,B,E,A,C,A,C,C,D,B,C,C,D,E,C,A,C,A,A,A,E,E,B,D,A,C,A,E,E,E,C,B,C,D,A,B,C,D,A,D,C,B,C,A,C,E,A,E,E,D,A,D,D,C,D,D,E,D,C,A,B,C,C,A,C,A,2018
8358,47101160671,Presente,E,D,C,C,B,B,D,B,B,E,E,D,B,A,A,A,C,C,D,A,E,D,A,A,A,C,B,C,D,C,E,B,B,E,A,D,B,D,E,A,C,D,C,D,E,B,D,E,D,C,E,A,E,C,A,C,C,E,E,D,B,D,A,A,C,A,A,C,C,C,2018
8359,47101161121,Presente,C,A,D,E,A,D,B,B,E,A,C,A,B,E,A,C,C,E,C,A,D,A,D,C,C,A,B,C,E,D,C,D,A,B,E,B,D,A,A,C,D,A,B,B,E,B,D,C,D,B,E,D,E,A,E,E,B,C,A,D,B,B,C,E,B,B,D,B,D,C,2018
8360,47101169041,Presente,B,D,B,A,D,B,B,D,B,D,E,A,B,D,A,B,A,D,C,B,C,D,D,A,D,D,B,A,C,D,C,B,A,E,B,B,D,D,E,B,B,D,C,E,C,B,E,C,A,C,C,A,A,B,D,D,B,A,A,C,E,E,C,B,A,A,D,C,C,B,2018
8362,47101158607,Presente,B,A,C,A,D,C,E,C,B,A,E,D,D,B,C,B,D,D,C,A,A,D,C,A,C,C,B,A,C,C,B,E,E,D,E,E,A,D,D,C,C,A,E,D,C,A,A,A,E,A,E,B,B,D,B,B,C,E,E,A,A,D,D,A,B,E,C,E,E,C,2018
8363,47101146323,Presente,E,B,B,E,C,E,D,E,E,A,A,C,D,E,C,D,D,E,C,A,A,A,A,A,E,E,B,D,E,C,E,E,B,B,B,B,E,A,A,D,C,D,B,D,A,C,C,A,B,A,D,E,A,D,A,D,E,E,C,B,A,D,B,C,B,E,A,A,C,A,2018
8364,47101145917,Presente,E,D,A,E,C,C,A,A,C,B,B,C,D,B,A,A,B,C,D,A,C,D,A,E,D,C,B,C,E,D,E,E,D,A,D,B,C,D,E,A,C,A,D,D,E,B,D,D,C,E,A,D,E,D,C,D,D,D,B,C,D,D,D,A,B,E,C,A,E,B,2018
8365,47101174097,Presente,A,D,C,D,A,B,E,D,B,E,E,C,B,E,C,A,C,E,C,A,A,D,E,E,D,C,B,E,E,C,D,C,E,E,D,B,B,A,C,D,C,B,C,D,A,A,B,A,A,E,E,C,*,D,D,D,C,A,B,D,E,D,D,A,C,E,A,C,A,C,2018
8366,47101173500,Presente,E,A,E,E,D,C,C,A,D,B,C,C,E,B,C,D,D,C,C,A,A,A,C,B,D,D,B,D,D,C,C,E,E,E,B,B,C,D,D,E,C,E,E,D,A,A,B,B,B,B,B,C,E,D,A,D,A,C,B,C,B,D,D,A,D,E,D,C,E,A,2018
8369,47101175591,Presente,B,A,C,A,C,B,A,A,A,B,E,C,D,C,A,E,A,C,C,C,A,E,D,B,E,D,B,C,E,C,D,E,B,E,C,B,A,D,B,C,C,A,D,E,C,C,D,D,C,D,E,D,E,D,C,D,C,D,D,D,B,D,D,A,B,E,D,C,E,A,2018
8372,47101167468,Presente,E,E,A,C,B,D,A,C,B,A,B,E,B,D,A,D,B,E,D,A,A,B,E,E,D,E,B,D,C,C,C,B,B,B,E,B,D,D,A,C,E,A,D,D,E,B,E,E,E,C,E,E,E,D,B,B,C,E,B,D,E,B,E,C,B,A,C,C,E,E,2018
8373,47101148077,Presente,B,D,B,A,B,C,C,E,*,D,D,E,D,C,C,D,B,E,D,A,B,A,E,B,A,C,B,D,E,C,B,B,E,E,B,D,B,D,A,D,C,C,D,D,D,C,C,A,E,D,A,E,A,D,A,A,A,E,B,B,D,B,B,D,B,C,D,D,C,A,2018
8374,47101156457,Presente,A,A,A,D,D,E,E,A,A,A,E,B,C,C,A,A,A,C,A,A,C,A,B,C,E,D,B,D,D,C,C,E,C,E,C,B,C,D,A,A,B,B,B,B,B,B,D,D,D,D,C,C,A,A,B,D,D,D,E,D,C,E,C,C,C,E,C,C,E,E,2018
8375,47101171895,Presente,B,D,A,B,D,C,B,C,B,C,E,A,B,B,A,C,D,C,E,A,A,D,D,A,C,B,B,E,E,C,E,C,E,C,B,B,B,A,D,A,C,C,E,D,A,E,C,B,B,A,C,C,B,D,B,D,D,C,B,C,A,D,A,A,B,E,C,E,E,A,2018
8376,47101146561,Presente,C,D,A,B,D,A,C,B,C,A,C,E,D,D,B,C,D,C,B,C,B,D,D,A,C,B,D,D,A,C,B,A,C,D,B,B,E,D,D,D,C,D,C,E,D,A,D,A,D,A,E,E,A,A,E,D,D,D,D,C,A,D,D,E,C,B,D,D,A,A,2018
8377,47101172953,Presente,A,D,B,E,C,E,C,B,D,E,E,D,C,B,C,A,D,C,E,A,C,D,D,B,E,D,B,E,E,C,A,A,B,B,A,B,E,A,A,D,E,C,D,D,E,B,C,A,D,B,A,A,E,D,B,D,B,B,E,D,A,D,C,A,D,E,B,A,A,C,2018
8378,47101146065,Presente,B,C,B,D,C,A,E,A,C,A,B,D,D,A,A,D,D,D,D,A,A,C,B,A,D,E,B,D,D,C,B,B,C,E,B,B,A,D,D,C,C,D,E,E,D,C,C,B,A,B,E,A,E,E,A,C,D,C,D,D,A,D,D,A,B,E,E,E,A,D,2018
8379,47101146331,Presente,A,B,B,A,D,A,E,C,D,B,B,C,B,A,A,D,D,B,E,A,A,D,D,A,A,E,B,D,E,C,B,E,B,E,B,B,B,D,D,A,C,A,C,E,A,A,E,E,D,B,C,B,E,E,B,D,A,E,D,A,E,D,D,A,B,B,C,C,C,A,2018
8380,47101146686,Presente,A,C,B,C,C,C,B,D,C,A,E,E,B,C,E,A,B,C,D,A,C,D,A,A,E,C,B,D,D,C,E,A,C,E,A,B,C,A,A,E,E,D,C,C,B,E,C,C,D,A,D,B,E,D,D,A,D,A,B,C,E,D,A,A,C,A,E,C,E,A,2018
8381,47101160015,Presente,B,A,B,E,D,C,C,A,E,B,B,D,D,C,C,D,D,B,C,A,A,A,A,A,E,B,B,C,B,C,E,E,A,E,E,B,C,D,D,E,B,D,C,D,A,C,C,A,B,E,C,D,A,D,A,E,C,C,E,C,D,D,C,A,B,E,C,C,D,A,2018
8383,47101163502,Presente,C,E,E,E,C,B,C,D,D,A,B,C,D,A,C,D,D,B,D,A,C,A,A,B,E,B,B,D,D,C,E,E,E,E,B,B,C,D,D,A,E,D,B,D,B,C,D,D,A,C,B,C,E,D,B,A,E,C,B,D,A,D,A,A,B,E,C,C,D,A,2018
8384,47101170030,Presente,E,C,C,C,A,B,D,A,C,B,E,E,D,A,A,A,C,D,C,E,C,B,D,E,A,D,B,A,E,C,B,E,A,E,D,B,C,E,A,E,E,A,D,A,D,D,C,A,C,A,C,A,E,A,A,D,D,E,D,A,E,D,B,B,B,A,C,B,E,D,2018
8385,47101172981,Presente,B,A,B,E,D,B,C,A,B,B,B,B,D,B,C,D,D,C,C,A,C,D,A,A,E,E,B,D,D,C,E,E,B,E,C,B,C,D,D,C,C,D,C,D,E,A,C,A,B,A,B,E,E,D,A,D,D,A,B,B,A,D,D,A,B,E,C,C,A,A,2018
8386,47101148498,Presente,D,D,D,D,D,D,D,D,D,D,B,D,B,D,C,D,D,D,D,A,D,C,B,A,D,D,A,C,D,B,D,D,D,D,E,D,D,A,D,D,D,D,D,D,D,D,D,A,D,D,C,D,E,D,D,D,D,D,D,C,D,D,D,D,B,D,D,D,D,E,2018
8388,47101171296,Presente,A,A,C,C,C,D,D,E,B,C,B,E,B,C,A,D,A,C,A,A,C,C,A,A,E,B,B,D,A,C,B,C,E,E,B,B,C,D,A,D,C,A,C,B,C,E,C,A,D,A,D,E,E,D,A,A,B,C,A,C,A,D,A,E,B,D,C,B,C,C,2018
8389,47101172742,Presente,C,A,B,A,B,C,A,E,B,A,C,D,C,C,C,A,D,B,C,A,A,A,C,E,A,B,B,E,C,D,B,B,A,E,B,B,E,D,C,D,C,A,D,A,A,D,B,A,B,D,A,D,E,D,A,D,D,E,B,D,A,D,A,C,B,A,D,C,A,B,2018
8391,47101161218,Presente,D,B,B,C,E,C,C,A,E,A,E,B,C,D,D,A,D,E,C,A,E,A,B,A,E,D,C,B,D,C,C,E,E,E,A,E,C,D,E,A,C,D,A,E,B,C,B,D,B,B,D,B,E,D,D,D,B,B,B,C,E,D,E,A,E,D,C,C,C,A,2018
8394,47101174854,Presente,B,A,C,D,D,B,C,E,D,A,B,D,D,B,E,A,C,B,A,E,A,D,D,A,E,E,B,E,D,C,C,C,E,E,B,B,B,D,E,A,E,D,E,D,A,B,D,A,B,A,C,C,A,D,A,D,D,C,B,A,A,B,D,A,B,E,C,E,B,D,2018
8395,47101171564,Presente,E,B,C,E,A,B,A,A,D,B,E,E,D,C,A,A,D,C,C,A,C,B,E,A,D,E,B,B,E,C,E,B,B,E,B,B,B,D,C,A,C,D,D,D,A,C,C,E,D,A,D,D,A,D,A,D,E,E,B,C,E,B,A,A,B,E,C,C,C,E,2018
8397,47101150844,Presente,A,A,C,E,C,B,A,A,E,A,B,D,D,C,D,A,D,B,E,A,C,A,A,A,E,D,B,D,D,C,A,E,B,E,B,B,A,D,A,C,E,D,A,D,B,C,C,A,B,E,B,D,E,A,E,D,A,E,D,A,A,D,B,A,B,E,C,C,C,A,2018
8398,47101166196,Presente,B,C,D,D,D,A,E,A,A,A,C,E,B,B,E,C,E,D,C,A,C,D,A,D,E,D,B,D,E,C,B,D,B,A,C,E,C,D,D,B,C,D,B,D,B,A,E,D,C,E,B,C,E,E,E,B,C,E,C,D,B,D,D,C,B,C,C,C,A,E,2018
8400,47101173849,Presente,B,D,E,B,D,C,C,E,B,A,E,A,B,D,A,B,D,E,C,C,E,B,E,E,E,D,B,D,E,C,B,E,C,E,B,B,A,D,A,C,B,D,E,D,C,C,D,B,D,E,B,D,A,D,B,D,C,C,B,B,A,D,C,A,C,E,C,E,E,A,2018
8401,47101165697,Presente,D,C,C,E,B,D,A,A,C,D,D,E,A,D,A,A,D,A,C,D,B,B,D,E,D,D,B,A,C,C,B,B,C,A,B,A,B,E,D,C,C,B,E,D,C,E,D,B,A,A,C,B,E,D,A,D,C,E,E,E,E,D,C,E,B,A,C,E,E,D,2018
8402,47101164989,Presente,C,A,E,E,C,B,C,A,D,A,B,E,C,D,C,A,D,B,E,A,C,E,D,A,C,D,B,C,D,C,E,E,E,B,E,B,C,E,A,E,E,D,E,D,C,E,B,A,C,B,D,D,E,D,C,B,B,D,D,B,A,D,D,A,B,A,D,D,C,E,2018
8403,47101172660,Presente,A,A,A,E,D,B,A,A,*,A,E,C,D,B,A,D,D,E,C,A,A,A,D,A,C,E,B,A,D,C,B,E,E,E,C,B,C,A,D,A,D,D,E,D,A,A,C,A,B,E,D,C,E,D,C,D,D,C,E,A,A,D,D,A,A,C,C,C,A,D,2018
8404,47101174625,Presente,A,D,B,E,C,B,A,A,D,A,E,D,C,B,A,C,B,C,E,A,A,C,B,E,C,C,B,C,E,D,A,C,D,E,A,B,D,A,C,B,E,B,D,A,C,D,C,E,B,A,C,B,D,D,A,D,A,E,C,C,B,D,C,B,B,A,A,B,E,D,2018
8405,47101148197,Presente,C,A,B,E,D,A,C,A,D,A,B,D,D,C,A,A,D,B,C,A,C,A,B,A,E,A,B,B,D,C,B,E,C,B,B,B,A,D,E,D,E,D,C,D,C,E,C,A,C,D,B,E,E,D,B,C,B,C,A,B,A,D,D,A,B,E,D,D,C,C,2018
8406,47102168592,Presente,E,A,D,A,D,C,A,D,C,A,B,C,D,B,C,D,D,E,C,A,C,D,A,B,E,E,B,D,E,C,E,E,B,E,C,B,A,D,A,A,A,D,A,D,A,E,A,A,A,C,A,A,A,D,A,A,D,C,D,C,A,D,E,A,B,C,E,A,A,C,2018
8407,47101164103,Presente,C,B,B,E,A,C,A,A,D,B,A,E,E,B,C,A,D,B,C,A,B,A,D,B,E,C,E,B,D,B,D,A,C,B,E,B,D,A,C,E,C,B,B,E,C,A,C,A,B,C,C,E,B,A,A,C,B,E,B,D,A,D,E,B,D,B,D,A,A,D,2018
8408,47101146077,Presente,B,C,B,B,B,C,D,C,B,A,E,B,B,B,B,A,D,C,C,D,C,A,A,B,C,E,B,D,C,C,E,E,E,B,B,D,C,A,A,D,D,D,C,A,A,C,C,E,C,A,B,A,E,D,A,A,C,A,D,D,D,D,D,A,B,A,C,C,E,C,2018
8409,47101158253,Presente,B,E,A,D,C,D,A,D,E,B,E,A,B,D,C,A,B,C,C,E,E,C,A,B,C,A,A,A,D,A,C,E,B,B,B,A,D,B,E,C,E,A,E,D,C,B,D,D,E,C,D,B,A,D,D,E,C,D,E,B,D,C,B,A,B,E,C,A,E,C,2018
8410,47101148483,Presente,C,A,C,A,B,A,C,C,E,B,C,E,D,C,C,A,B,B,E,A,C,D,A,A,C,C,B,C,D,C,E,E,B,E,A,B,C,D,D,B,D,C,C,A,E,E,D,C,D,D,D,C,A,D,C,E,D,E,D,C,A,E,D,B,E,A,C,D,D,E,2018
8411,47101150091,Presente,D,C,E,C,C,B,B,D,D,A,A,E,B,D,A,B,D,A,C,B,C,A,D,A,D,D,A,B,D,C,C,E,A,A,B,B,E,B,A,D,C,D,C,E,C,D,A,C,D,B,D,C,E,D,E,A,B,C,E,D,E,B,D,A,E,C,B,B,A,D,2018
8412,47101147587,Presente,E,A,B,E,C,C,D,B,A,B,A,E,D,A,C,D,B,E,C,A,B,C,D,A,C,D,B,E,E,C,A,E,C,D,A,B,D,D,E,E,E,A,C,D,E,B,A,B,C,A,D,D,A,E,C,B,C,D,E,D,A,D,C,A,C,A,D,B,B,E,2018
8413,47101158354,Presente,A,D,A,C,C,C,A,A,B,A,E,A,D,B,A,B,B,C,D,A,C,D,A,A,D,E,B,D,A,C,E,E,B,E,B,B,B,D,E,A,E,A,A,C,A,B,A,E,C,C,E,E,A,C,B,D,A,C,B,B,A,D,C,A,B,E,B,E,C,A,2018
8414,47101154048,Presente,D,B,B,A,E,B,E,A,C,B,E,D,B,E,A,A,D,C,C,D,B,B,D,A,C,E,D,A,B,C,B,D,E,A,A,B,A,D,A,D,E,A,D,B,C,D,E,E,D,A,B,E,E,A,B,D,D,D,B,A,E,D,E,A,B,A,B,A,D,E,2018
8415,47101174960,Presente,B,B,B,D,C,B,D,D,B,A,E,A,A,A,C,A,C,B,C,A,C,D,A,C,E,D,B,A,A,D,E,E,E,B,C,D,B,A,D,B,A,C,B,D,C,B,A,A,B,A,E,D,E,D,C,D,B,E,B,B,E,D,A,A,B,E,E,C,C,B,2018
8417,47101174540,Presente,A,B,C,E,C,B,A,D,B,C,B,D,B,A,C,E,B,B,A,A,D,B,A,A,D,A,B,E,E,C,B,C,B,A,A,D,C,D,D,E,A,D,D,D,E,C,D,D,C,C,E,D,E,D,D,D,D,A,B,C,E,D,A,A,C,A,C,C,A,A,2018
8418,47101162241,Presente,A,C,C,E,D,D,D,C,A,B,B,C,D,E,C,D,A,E,B,A,A,A,B,A,E,D,B,D,E,C,E,E,E,C,E,E,B,D,A,A,C,D,C,D,C,B,C,B,E,A,D,D,A,D,A,D,C,C,B,C,A,D,D,A,B,A,C,C,E,C,2018
8419,47101160112,Presente,C,A,C,E,D,B,C,A,B,B,B,C,D,B,C,D,D,E,C,A,C,A,A,A,E,D,B,D,A,C,E,E,A,E,C,B,C,D,E,D,C,D,B,D,D,A,A,A,B,A,D,D,E,D,A,D,E,C,B,B,A,D,C,A,B,E,A,C,D,A,2018
8420,47101175836,Presente,E,A,C,A,C,A,C,A,C,C,C,D,D,C,D,B,D,B,E,B,A,D,D,D,E,D,B,D,E,C,E,E,E,E,A,D,D,A,E,C,C,D,C,B,C,C,E,C,A,A,D,D,A,D,A,D,D,B,A,C,B,D,C,A,B,E,C,D,C,A,2018
8421,47101146977,Presente,E,A,B,C,D,D,B,E,A,C,A,C,C,A,C,B,A,C,C,A,C,C,A,A,E,D,B,D,E,C,E,C,B,E,B,B,C,C,C,C,C,D,D,C,A,A,D,B,A,B,E,D,E,D,A,D,D,B,D,B,A,D,D,D,B,A,B,D,C,A,2018
8423,47101173487,Presente,C,D,C,D,D,E,B,A,B,C,B,A,B,D,A,A,D,C,E,A,E,D,A,B,C,D,A,A,C,B,E,C,B,E,B,E,A,A,D,A,C,D,E,D,B,E,A,E,C,A,B,D,E,E,B,D,A,D,E,D,B,D,C,A,B,C,C,D,C,A,2018
8425,47101164624,Presente,E,D,B,C,B,B,A,B,C,A,B,E,C,C,B,D,D,C,C,A,C,A,A,C,A,E,B,D,C,C,E,E,E,B,B,B,E,A,C,B,A,D,D,C,A,B,D,C,E,E,B,D,E,A,E,D,B,D,B,B,D,D,C,A,B,A,D,C,A,C,2018
8426,47101175082,Presente,A,A,B,A,C,A,A,D,C,C,E,C,D,D,C,D,C,D,B,A,C,A,D,A,C,A,B,D,A,C,E,E,E,B,B,B,C,D,A,E,C,D,C,A,B,A,A,D,D,A,C,E,E,D,E,C,A,C,D,B,E,D,C,C,B,C,C,C,C,A,2018
8427,47101177118,Presente,E,E,C,E,C,B,D,E,B,A,E,E,D,D,C,D,D,D,D,E,E,E,C,E,D,D,A,A,E,C,E,E,B,E,E,E,E,E,A,C,E,E,A,C,C,C,C,C,A,A,A,A,A,A,D,D,D,D,D,A,A,A,A,D,E,E,E,E,A,C,2018
8428,47101159328,Presente,A,A,A,A,A,A,A,A,A,A,D,A,B,A,A,A,A,A,A,A,A,C,D,E,A,A,B,E,A,A,C,E,A,B,C,A,C,C,C,D,B,A,E,D,*,D,E,E,A,A,A,D,E,A,A,D,E,D,E,A,A,D,C,A,E,E,D,C,A,A,2018
8429,47101158921,Presente,E,D,B,E,D,A,C,C,B,A,B,C,D,B,C,D,A,C,D,A,C,D,B,A,C,D,B,D,D,C,E,E,B,E,C,B,A,A,E,E,D,C,C,A,D,E,A,A,B,A,A,B,E,D,A,A,C,E,B,C,D,D,D,A,B,E,C,A,C,A,2018
8430,47101146884,Presente,B,B,B,B,B,B,B,A,C,B,E,E,D,B,C,A,B,C,E,A,B,D,B,D,D,B,B,A,C,C,B,B,A,C,C,B,D,D,B,B,D,B,D,D,C,C,C,C,B,A,B,B,E,D,A,B,D,E,D,B,E,D,A,A,B,E,B,A,A,A,2018
8431,47102175141,Presente,D,A,B,D,A,B,C,C,E,A,D,C,E,B,C,D,B,B,D,A,A,C,D,A,C,E,B,E,D,A,B,E,A,B,E,B,E,A,B,B,E,C,D,A,C,C,C,A,D,E,E,B,E,D,A,A,B,E,A,B,B,D,C,A,C,E,C,C,E,A,2018
8432,47101174375,Presente,A,D,C,A,D,B,A,B,C,A,C,D,E,B,C,A,D,A,E,E,C,A,A,A,E,E,B,D,D,A,C,E,B,E,B,E,A,D,A,C,E,D,E,D,C,C,B,A,B,A,A,A,E,D,A,D,D,E,B,B,B,A,C,E,B,C,A,E,C,E,2018
8433,47101174987,Presente,A,C,B,D,A,B,D,A,B,B,B,C,E,B,C,D,D,E,E,A,C,A,A,A,E,A,B,A,D,C,E,E,E,D,A,B,A,D,A,D,E,C,D,D,E,C,C,A,A,B,C,D,E,D,B,D,A,A,B,B,B,D,B,B,B,E,D,E,A,A,2018
8434,47101158165,Presente,C,A,C,D,E,B,B,A,D,A,E,C,D,C,A,C,B,B,C,A,E,D,C,A,A,B,D,B,A,C,E,B,E,C,B,B,C,D,C,E,E,A,B,A,E,B,D,E,C,A,D,C,E,B,A,D,B,D,B,B,A,D,C,C,D,E,A,B,A,D,2018
8435,47101157876,Presente,E,A,C,A,C,C,D,A,A,B,A,C,D,D,C,D,D,C,C,A,C,A,A,E,E,A,B,D,C,C,E,E,E,E,B,B,A,D,D,D,C,D,B,D,D,A,C,C,E,E,E,A,A,D,A,E,C,E,B,D,A,D,D,A,B,E,C,C,A,E,2018
8436,47101171788,Presente,C,B,D,C,A,D,D,E,B,B,C,B,D,A,C,B,D,E,C,A,C,A,D,A,A,B,B,D,B,C,E,E,B,E,E,B,C,A,B,D,A,A,D,B,D,C,A,A,A,A,E,C,A,D,A,A,B,B,C,D,B,D,C,C,E,C,B,A,C,C,2018
