,CARGO,ESPECIALIDADE,INSCRICAO,IDENTIFICADOR,NOTA Algebra Linear,NOTA Análise Combinatória,NOTA Cálculo Diferencial e Integral,NOTA Geometria Analítica,NOTA Matemática Discreta,NOTA Probabilidade e Estatística,NOTA Lógica Matemática,NOTA Análise de Algorítmos,NOTA Algorítmos e Estrutura de Dados,NOTA Arquitetura e Organização de Computadores,NOTA Circuitos Digitais,NOTA Linguagens de Programação,"NOTA Linguagens Formais, Autômatos e Computabilidade",NOTA Organização de Arquivos e Dados,NOTA Sistemas Operacionais,NOTA Técnicas de Programação,NOTA Teoria dos Grafos,NOTA Banco de Dados,NOTA Compiladores,NOTA Computação Gráfica,NOTA Engenharia de Software,NOTA Inteligência Artificial,NOTA Processamento de Imagens,NOTA Redes de Computadores,NOTA Sistemas Distribuídos,NOTA TOTAL TO
2492,Mestrado/Doutorado,Sistemas Inteligentes.,42101834908-5,"1,01001E+11",1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,24.0
2493,Mestrado/Doutorado,Sistemas Inteligentes e Lógica,42101818544-3,"1,01602E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2494,Mestrado/Doutorado,Sistemas Distribuídos e Redes de Computadores,42101810277-5,"1,042E+11",1.0,0.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,30.0
2495,Mestrado/Doutorado,Arquitetura de Computadores e Sistemas Distribuidos,42101834788-6,"1,04701E+11",2.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,32.0
2496,Mestrado/Doutorado,Sistemas de Computação,42101834359-2,"1,05104E+11",2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,33.0
2497,Mestrado/Doutorado,Sistemas de Computação,42101822602-5,"1,027E+11",1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,3.0,33.0
2498,Mestrado/Doutorado,Segurança de Dados e Criptografia,42101832638-5,"1,04701E+11",1.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,37.0
2499,Mestrado/Doutorado,Gerência do Processo de desenvolvimento de software,42101830395-0,"1,04301E+11",1.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,26.0
2500,Autoavaliação,,42102834925-5,"1,034E+11",3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,61.0
2501,Mestrado/Doutorado,Aprendizagem de Máquina e Mineração,42101833155-1,"1,00703E+11",2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,31.0
2502,Mestrado/Doutorado,Metodologia e Técnicas da Computação,42101831863-8,"1,05104E+11",2.0,1.0,2.0,0.0,3.0,1.0,2.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,36.0
2503,Mestrado/Doutorado,Algoritmos e Otimização,42101824570-8,"1,04301E+11",1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,38.0
2504,Mestrado/Doutorado,Gestão de Riscos,42101824558-1,"1,05104E+11",2.0,0.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,35.0
2505,Mestrado/Doutorado,"Engenharia de Software, Banco de Dados e Interação Humano Computador",42101809728-2,"1,00601E+11",0.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,31.0
2506,Mestrado/Doutorado,Realidade Virtual e Aumentada,42101835613-8,"1,05202E+11",1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,22.0
2507,Mestrado/Doutorado,Computação Aplicada,42101809791-0,"1,05202E+11",1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,28.0
2508,Mestrado/Doutorado,Tecnologia da Informação,42101809286-5,"1,01602E+11",2.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,29.0
2509,Mestrado/Doutorado,Sistemas de Computação,42101809909-0,"1,05202E+11",0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,27.0
2510,Mestrado/Doutorado,Teoria da Computação,42101812407-5,"1,01201E+11",1.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,27.0
2511,Mestrado/Doutorado,Sistemas de Computação,42101830767-4,"1,05302E+11",3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,35.0
2512,Autoavaliação,,42102830924-0,"1,01802E+11",2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,27.0
2513,Mestrado/Doutorado,Aprendizado de Máquina,42101834697-7,"1,042E+11",1.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,32.0
2514,Mestrado/Doutorado,Sistemas de Informação,42101809897-7,"1,002E+11",2.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,3.0,36.0
2515,Mestrado/Doutorado,"Computação Gráfica, Processamento de Imagens e Interação",42101834738-5,"1,04501E+11",0.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,31.0
2516,Mestrado/Doutorado,Inteligência Computacional,42101831704-1,"1,03904E+11",1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,27.0
2517,Mestrado/Doutorado,Redes de Computadores e Sistemas Distribuidos,42101821424-0,"1,01001E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2518,Mestrado/Doutorado,Agropecuária de precisão,42101832802-5,"1,005E+11",0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,24.0
2519,Mestrado/Doutorado,Computação Aplicada,42101810136-5,"1,04701E+11",2.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,26.0
2520,Mestrado/Doutorado,Segurança em Sistemas Computacionais,42101811700-0,"1,05104E+11",2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,32.0
2521,Mestrado/Doutorado,Sistemas de Computação,42101809328-3,"1,00801E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2522,Mestrado/Doutorado,Redes de Computadores,42101835794-0,"1,003E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2523,Mestrado/Doutorado,Inteligência Computacional,42101810028-0,"1,02102E+11",0.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,20.0
2524,Mestrado/Doutorado,Computação Visual e Inteligente,42101833402-2,"1,03001E+11",2.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,33.0
2525,Mestrado/Doutorado,Descoberta do Conhecimento e Aprendizagem de Máquina,42101812274-8,"1,01602E+11",1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0
2526,Mestrado/Doutorado,Modelagem e Métodos Computacionais,42101812578-0,"1,032E+11",0.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,27.0
2527,Mestrado/Doutorado,Sistemas de Informação,42101810346-8,"1,05501E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2528,Mestrado/Doutorado,Tecnologia da Informação,42101835764-6,"1,01602E+11",0.0,2.0,1.0,1.0,1.0,2.0,0.0,3.0,3.0,0.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,39.0
2529,Mestrado/Doutorado,Computação Paralela e Distribuída,42101812596-6,"1,014E+11",2.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,2.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,33.0
2530,Mestrado/Doutorado,Computação Musical,42101828262-3,"1,005E+11",1.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,30.0
2531,Mestrado/Doutorado,Engenharia de Sistemas Computacionais,42101835372-5,"1,03001E+11",1.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,28.0
2532,Mestrado/Doutorado,Sistemas de Computação,42101809432-9,"1,036E+11",3.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,38.0
2533,Mestrado/Doutorado,Mineração de Dados,42101829659-0,"1,00801E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2534,Mestrado/Doutorado,Engenharia de Software,42101835756-8,"1,009E+11",1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,30.0
2535,Mestrado/Doutorado,Sistemas Embarcados e Robótica,42101810083-9,"1,01201E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2536,Mestrado/Doutorado,Ciência de Dados,42101835402-5,"1,05104E+11",3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,1.0,39.0
2537,Mestrado/Doutorado,metodologia e técnicas de programação,42101835710-5,"1,04701E+11",0.0,1.0,3.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,29.0
2538,Mestrado/Doutorado,Inteligência Computacional,42101809294-3,"1,009E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2539,Mestrado/Doutorado,Engenharia de Software,42101833428-9,"1,01501E+11",2.0,3.0,2.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,40.0
2540,Mestrado/Doutorado,Algoritmos e Otimização,42101833855-2,"1,004E+11",2.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,35.0
2541,Mestrado/Doutorado,Gestão de Riscos,42101828109-7,"1,02102E+11",2.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,30.0
2542,Mestrado/Doutorado,Inteligência Artificial,42101825824-5,"1,01602E+11",1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,2.0,3.0,0.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,35.0
2543,Mestrado/Doutorado,Computação Gráfica,42101810438-7,"1,034E+11",2.0,3.0,1.0,0.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,52.0
2544,Mestrado/Doutorado,Segurança e Criptografia Aplicada,42101828597-0,"1,028E+11",2.0,2.0,1.0,0.0,2.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,22.0
2545,Mestrado/Doutorado,Teoria da Computação,42101829923-8,"1,05202E+11",1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,30.0
2546,Mestrado/Doutorado,"Visão Computacional, Reconhecimento de Padrões e Computação Forense",42101826536-8,"1,01603E+11",3.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,39.0
2547,Mestrado/Doutorado,Inteligência Computacional,42101810005-3,"1,01201E+11",1.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,27.0
2548,Mestrado/Doutorado,Ciência Computacional,42101809339-1,"1,05202E+11",2.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,2.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,32.0
2549,Mestrado/Doutorado,Engenharia de Software e Banco de Dados,42101819197-1,"1,00601E+11",0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,22.0
2550,Mestrado/Doutorado,Engenharia de Software,42101809735-0,"1,00703E+11",1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,2.0,28.0
2551,Autoavaliação,,42102835231-9,"1,013E+11",3.0,3.0,1.0,2.0,3.0,0.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,56.0
2552,Mestrado/Doutorado,Redes de Computadores e Sistemas Distribuídos,42101823833-0,"1,04301E+11",3.0,3.0,1.0,0.0,2.0,1.0,3.0,3.0,2.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,32.0
2553,Mestrado/Doutorado,Modelagem e Métodos Computacionais,42101833401-2,"1,01603E+11",1.0,1.0,1.0,0.0,3.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,28.0
2554,Mestrado/Doutorado,Sistemas de Informação e Computação,42101834900-5,"1,01603E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2555,Mestrado/Doutorado,Sistemas Paralelos e Distribuídos,42101835246-3,"1,002E+11",1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,23.0
2556,Mestrado/Doutorado,Computação Gráfica,42101835777-4,"1,05202E+11",2.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,0.0,1.0,3.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,39.0
2557,Mestrado/Doutorado,Otimização e Inteligência Computacional,42101812395-1,"1,00801E+11",2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,38.0
2558,Mestrado/Doutorado,Inteligência Computacional,42101809733-0,"1,01603E+11",3.0,2.0,1.0,0.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0,0.0,2.0,3.0,42.0
2559,Mestrado/Doutorado,Bioinformática e Computação Bioinspirada,42101809667-8,"1,04501E+11",1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,32.0
2560,Mestrado/Doutorado,Processamento de Imagens e Visão Computacional,42101826439-0,"1,01201E+11",2.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,39.0
2561,Mestrado/Doutorado,Engenharia de Software,42101811808-8,"1,02901E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2562,Mestrado/Doutorado,Segurança em Sistemas Computacionais,42101834481-4,"1,014E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2563,Mestrado/Doutorado,Computação Aplicada,42101834239-9,"1,05202E+11",3.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,32.0
2564,Mestrado/Doutorado,Inferência em Dados Complexos,42101834798-4,"1,05104E+11",1.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,34.0
2565,Autoavaliação,,42102835457-0,"1,02102E+11",1.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,27.0
2566,Mestrado/Doutorado,"Sistemas Distribuídos e Programação Concorrente/Sistemas Embarcados, Evoluídos e Robóticos",42101835296-4,"1,05104E+11",1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,31.0
2567,Mestrado/Doutorado,Computação Aplicada,42101815612-7,"1,042E+11",3.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0
2568,Mestrado/Doutorado,Combinatória e Teoria dos Grafos,42101827165-0,"1,034E+11",2.0,1.0,2.0,1.0,2.0,0.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,0.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,46.0
2569,Mestrado/Doutorado,Sistemas de Informação e Computação,42101812392-1,"1,044E+11",2.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,39.0
2570,Mestrado/Doutorado,Bancos de Dados,42101830606-8,"1,04501E+11",2.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,37.0
2571,Mestrado/Doutorado,Visão Computacional,42101833907-9,"1,034E+11",1.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,0.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,47.0
2572,Mestrado/Doutorado,Inteligência Computacional,42101832939-7,"1,01001E+11",2.0,2.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,1.0,3.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,3.0,48.0
2573,Mestrado/Doutorado,Computação Científica e Aplicada,42101830017-2,"1,05104E+11",2.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,28.0
2574,Mestrado/Doutorado,Inteligência Computacional,42101810249-0,"1,00703E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2575,Mestrado/Doutorado,Inteligência Artificial,42101810549-2,"1,03904E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2576,Mestrado/Doutorado,Computação Científica e Aplicada,42101835440-8,"1,05105E+11",0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,26.0
2577,Mestrado/Doutorado,Redes de Comunicação,42101810157-1,"1,00703E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2578,Mestrado/Doutorado,Redes de Sensores Sem Fio,42101835696-3,"1,026E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2579,Mestrado/Doutorado,Sistemas de Computação,42101810082-9,"1,02901E+11",2.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,30.0
2580,Mestrado/Doutorado,Modelagem Conceitual e Bancos de Dados,42101820198-0,"1,01802E+11",0.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,43.0
2581,Autoavaliação,,42102835251-5,"1,01603E+11",2.0,3.0,2.0,1.0,2.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,3.0,47.0
2582,Mestrado/Doutorado,"Computação Gráfica, Processamento de Imagens e Interação",42101812166-2,"1,03904E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2583,Mestrado/Doutorado,Modelagem e Análise de Sistemas e Computação e Comunicação,42101823342-2,"1,05501E+11",1.0,3.0,1.0,2.0,3.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,3.0,38.0
2584,Mestrado/Doutorado,Sistemas de Informação,42101809511-0,"1,032E+11",1.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,29.0
2585,Autoavaliação,,42102835110-5,"1,04301E+11",2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,3.0,49.0
2586,Mestrado/Doutorado,Interfaces Cooperativas,42101809847-6,"1,04301E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2587,Mestrado/Doutorado,Engenharia de Software e Banco de Dados,42101834496-2,"1,05105E+11",2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,36.0
2588,Mestrado/Doutorado,Otimização e Inteligência Computacional,42101810436-7,"1,001E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2589,Mestrado/Doutorado,Redes e Sistemas Distribuidos,42101832912-0,"1,013E+11",0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,24.0
2590,Mestrado/Doutorado,Fundamentos da Computação,42101834854-9,"1,046E+11",2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,30.0
2591,Autoavaliação,,42102833456-7,"1,038E+11",0.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,35.0
2592,Mestrado/Doutorado,Otimização Combinatória,42101832324-5,"1,05501E+11",1.0,2.0,2.0,0.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,42.0
2593,Mestrado/Doutorado,Engenharia de Software,42101826501-3,"1,034E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
