,CARGO,ESPECIALIDADE,INSCRICAO,IDENTIFICADOR,NOTA Álgebra Linear,NOTA Análise Combinatória,NOTA Calculo Diferencial e Integral,NOTA Geometria Analítica,NOTA Matemática Discreta,NOTA Probabilidade e Estatística,NOTA Lógica Matemática,NOTA Análise de Algoritmos,NOTA Algoritmos e Estrutura de Dados,NOTA Arquitetura e Organização de Computadores,NOTA Circuitos Digitais,NOTA Linguagens de Programação,"NOTA Linguagens formais, autômatos e Computabilidade",NOTA Organização de Arquivos e Dados,NOTA Sistemas Operacionais,NOTA Técnicas de Programação,NOTA Teoria dos Grafos,NOTA Banco de Dados,NOTA Compiladores,NOTA Computação Gráfica,NOTA Engenharia de Software,NOTA Inteligência Artificial,NOTA Processamento de Imagens,NOTA Redes de Computadores,NOTA Sistemas Distribuídos,NOTA TOTAL TO
1415,Mestrado/Doutorado,"Algoritmos, Grafos e Combinatória",51801393874-0,"1,00802E+11",1.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,36.0
1416,Mestrado/Doutorado,Sistemas de Computação \ Redes e Sistemas Distribuídos,51801354117-5,"1,03401E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1417,Mestrado/Doutorado,Projeto de Sistemas Eletrônicos e Computacionais,51801353987-4,"1,01301E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1418,Mestrado/Doutorado,Aprendizado de Máquina,51801394401-0,"1,01901E+11",0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,24.0
1419,Mestrado/Doutorado,Redes de Comunicação,51801394453-1,"1,00702E+11",1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,22.0
1420,Mestrado/Doutorado,Modelos Computacionais e Cognitivos,51801390341-0,"1,01001E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1421,Mestrado/Doutorado,"Metodologia e Técnicas da Computação \ Computação Gráfica, Processamento de Imagens e Visão Computacional",51801393861-2,"1,00402E+11",3.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0
1422,Mestrado/Doutorado,Banco de Dados,51801396635-2,"1,00402E+11",2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,18.0
1423,Mestrado/Doutorado,Metodologia e Técnicas da Computação \ Engenharia de Software \ Reuso de Software,51801396983-5,"1,04201E+11",1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,26.0
1424,Mestrado/Doutorado,Aprendizagem de Máquina e Mineracão,51801371792-6,"1,05202E+11",1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,25.0
1425,Mestrado/Doutorado,Computação Aplicada \ Inteligência Computacional,51801393816-1,"1,04802E+11",1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,33.0
1426,Mestrado/Doutorado,Inteligência Computacional,51801387725-2,"1,01501E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1427,Mestrado/Doutorado,Biologia Computacional,51801393143-5,"1,01202E+11",3.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,38.0
1428,Mestrado/Doutorado,Engenharia de Software,51801376103-0,"1,00702E+11",0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,25.0
1429,Mestrado/Doutorado,Ciência de Dados,51801394010-0,"1,03701E+11",0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0
1430,Mestrado/Doutorado,Engenharia de Sistemas Computacionais,51801368400-0,"1,02901E+11",1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,28.0
1431,Mestrado/Doutorado,Aprendizagem de Máquina e Mineracão,51801392738-4,"1,04201E+11",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,30.0
1432,Mestrado/Doutorado,Sistemas de Computação \ Redes de Computadores,51801354666-2,"1,02501E+11",1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0
1433,Mestrado/Doutorado,Ciência Computacional,51801388229-2,"1,01901E+11",3.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,39.0
1434,Mestrado/Doutorado,Sistemas de Informação,51801354546-9,"1,05202E+11",1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,21.0
1435,Mestrado/Doutorado,"Banco de Dados / Computação Gráfica, Imagens e Visualização",51801356605-6,"1,03501E+11",1.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,31.0
1436,Mestrado/Doutorado,Engenharia de Software,51801354775-8,"1,01202E+11",1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,31.0
1437,Mestrado/Doutorado,Engenharia de Software,51801394392-7,"1,02401E+11",1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,36.0
1438,Mestrado/Doutorado,Computação Aplicada a Biociências,51801384567-1,"1,05104E+11",1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,32.0
1439,Mestrado/Doutorado,Computação Aplicada a Biociências,51801394773-0,"1,01901E+11",1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0
1440,Mestrado/Doutorado,Tecnologia da Informação,51801394946-0,"1,01602E+11",2.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,40.0
1441,Mestrado/Doutorado,Computação Inteligente,51801396931-4,"1,00301E+11",2.0,0.0,3.0,2.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,34.0
1442,Mestrado/Doutorado,Linguagens de Programação,51801393533-6,"1,04401E+11",3.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,48.0
1443,Mestrado/Doutorado,Redes e Sistemas Distribuidos,51801353981-4,"1,01602E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1444,Mestrado/Doutorado,Engenharia de Software e Sistemas de Informação / Sistemas Web e Multimídia Interativos,51801389716-7,"1,05401E+11",1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,19.0
1445,Mestrado/Doutorado,Sistemas Inteligentes e Lógica,51801354354-2,"1,01602E+11",3.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,38.0
1446,Mestrado/Doutorado,Teoria da Computação,51801396950-0,"1,01901E+11",2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,18.0
1447,Mestrado/Doutorado,Metodologia e Técnicas da Computação \ Banco de Dados \ Engenharia de Dados e Conhecimento,51801395475-4,"1,04401E+11",1.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,32.0
1448,Mestrado/Doutorado,Metodologia e Técnicas da Computação \ Banco de Dados \ Engenharia de Dados e Conhecimento,51801354428-5,"1,04401E+11",3.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,31.0
1449,Mestrado/Doutorado,Engenharia de Software,51801354756-1,"1,05301E+11",3.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,0.0,2.0,3.0,0.0,2.0,0.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,39.0
1450,Mestrado/Doutorado,Inteligência Artificial,51801394139-3,"1,03601E+11",0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,25.0
1451,Mestrado/Doutorado,Computação Visual e Inteligência Artificial,51801370440-7,"1,01901E+11",2.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,37.0
1452,Mestrado/Doutorado,Metodologia e Técnicas da Computação \ Engenharia de Software \ Reuso de Software,51801397472-7,"1,04701E+11",3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,49.0
1453,Mestrado/Doutorado,Inteligência Computacional,51801394428-7,"1,01602E+11",1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,38.0
1454,Mestrado/Doutorado,Teoria da Computação,51801354303-1,"1,04202E+11",2.0,0.0,1.0,0.0,2.0,0.0,3.0,2.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,34.0
1455,Mestrado/Doutorado,Aprendizado de Maquina e Interação,51801376426-9,"1,02002E+11",3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,0.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,49.0
1456,Mestrado/Doutorado,Arquitetura de Computadores,51801373373-3,"1,05501E+11",3.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,32.0
1457,Mestrado/Doutorado,"Lógica, Inteligência Artificial e Métodos Formais",51801393567-0,"1,02701E+11",0.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,22.0
1458,Mestrado/Doutorado,Redes e Sistemas Distribuidos,51801377719-9,"1,01602E+11",1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,19.0
1459,Mestrado/Doutorado,Outras \ Inteligência Artificial,51801396817-0,"1,00402E+11",3.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,40.0
1460,Mestrado/Doutorado,Robótica,51801390584-8,"1,01202E+11",1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,21.0
1461,Mestrado/Doutorado,Sistemas de Computação,51801356632-0,"1,05301E+11",3.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,35.0
1462,Mestrado/Doutorado,Sistemas de Informação e Banco de Dados,51801355834-9,"1,01001E+11",3.0,2.0,2.0,3.0,3.0,0.0,3.0,2.0,3.0,1.0,2.0,3.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,2.0,3.0,2.0,47.0
1463,Autoavaliação,,51802376923-9,"1,05202E+11",2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,30.0
1464,Mestrado/Doutorado,Teoria,51801392262-2,"1,00802E+11",3.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,43.0
1465,Mestrado/Doutorado,"Banco de Dados / Computação Gráfica, Imagens e Visualização",51801395075-5,"1,04802E+11",1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,25.0
1466,Mestrado/Doutorado,"Robótica, Visão computacional e Processamento gráfico",51801397211-3,"1,01101E+11",2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0,3.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,45.0
1467,Mestrado/Doutorado,Redes de Computadores,51801375024-3,"1,04301E+11",3.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,30.0
1468,Mestrado/Doutorado,Sistemas Interativos e de Informação,51801394736-7,"1,03902E+11",1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,28.0
1469,Mestrado/Doutorado,Engenharia de Software,51801397454-0,"1,00702E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1470,Mestrado/Doutorado,Teoria da Computação,51801362129-6,"1,01901E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1471,Mestrado/Doutorado,Hipermídia e Multimídia,51801393319-5,"1,03902E+11",0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,2.0,3.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,30.0
1472,Mestrado/Doutorado,Sistemas de inteligência coletiva,51801377945-8,"1,00802E+11",3.0,0.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,43.0
1473,Mestrado/Doutorado,Modelos Computacionais e Cognitivos,51801392105-6,"1,01001E+11",0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,20.0
1474,Mestrado/Doutorado,Computação Visual e Inteligência Artificial,51801394964-6,"1,01101E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1475,Mestrado/Doutorado,Tecnologia da Informação,51801396383-1,"1,05002E+11",3.0,3.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,39.0
1476,Mestrado/Doutorado,Ciência Computacional,51801394059-2,"1,01001E+11",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0
1477,Mestrado/Doutorado,Tecnologia da Informação,51801356161-9,"1,02401E+11",2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,37.0
1478,Mestrado/Doutorado,Computação Aplicada,51801387568-0,"1,00702E+11",1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,26.0
1479,Mestrado/Doutorado,Ciência Computacional,51801355165-2,"1,05202E+11",0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,21.0
1480,Autoavaliação,,51802395178-6,"1,02801E+11",1.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,2.0,3.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,32.0
1481,Mestrado/Doutorado,Computação Visual e Inteligente,51801388662-4,"1,02901E+11",1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,24.0
1482,Mestrado/Doutorado,Engenharia de software,51801394469-0,"1,01001E+11",3.0,2.0,2.0,0.0,2.0,0.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,39.0
1483,Mestrado/Doutorado,Engenharia de Software,51801394868-9,"1,00702E+11",3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,18.0
1484,Mestrado/Doutorado,Inteligência Computacional,51801354474-6,"1,01001E+11",2.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,25.0
1485,Mestrado/Doutorado,"Banco de Dados / Computação Gráfica, Imagens e Visualização",51801394456-1,"1,05301E+11",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,19.0
1486,Mestrado/Doutorado,"Robótica, Visão computacional e Processamento gráfico",51801395419-5,"1,04001E+11",0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,31.0
1487,Mestrado/Doutorado,Computação Visual e Inteligente,51801356454-2,"1,02901E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1488,Mestrado/Doutorado,Ciência dos Dados,51801354085-5,"1,00802E+11",3.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,38.0
1489,Mestrado/Doutorado,COMPUTAÇÃO DISTRIBUÍDA,51801354021-6,"1,02301E+11",1.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,32.0
1490,Autoavaliação,,51802397425-0,"1,00901E+11",3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,45.0
1491,Mestrado/Doutorado,Computação Aplicada,51801386486-3,"1,05202E+11",0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,20.0
1492,Mestrado/Doutorado,Inteligência Artificial,51801362662-5,"1,04202E+11",3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,41.0
1493,Mestrado/Doutorado,Sistemas de Computação,51801368305-2,"1,03902E+11",3.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,50.0
1494,Mestrado/Doutorado,eScience,51801393826-0,"1,01001E+11",2.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,3.0,0.0,3.0,2.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,33.0
1495,Mestrado/Doutorado,Modelagem e Arquitetura,51801353954-0,"1,01602E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1496,Mestrado/Doutorado,Projeto de Sistemas e Circuitos,51801395311-8,"1,03301E+11",0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,20.0
1497,Mestrado/Doutorado,Informática e Educação,51801378377-5,"1,01501E+11",3.0,1.0,3.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,26.0
1498,Mestrado/Doutorado,Teoria da Computação,51801389475-4,"1,04202E+11",3.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,43.0
1499,Mestrado/Doutorado,Inteligência Computacional,51801393018-3,"1,01002E+11",2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,45.0
1500,Mestrado/Doutorado,Sistemas de Computação \ Sistemas Inteligentes,51801368676-1,"1,04702E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1501,Mestrado/Doutorado,FUNDAMENTOS DA COMPUTAÇÃO,51801354072-7,"1,01002E+11",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,21.0
1502,Mestrado/Doutorado,Aprendizagem de Máquina e Mineracão,51801396953-0,"1,01901E+11",1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,23.0
1503,Mestrado/Doutorado,Computação Aplicada a Biociências,51801390156-4,"1,01202E+11",1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,26.0
1504,Mestrado/Doutorado,Teoria da Computação,51801364873-0,"1,03301E+11",1.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,31.0
1505,Autoavaliação,,51802354114-9,"1,01901E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1506,Mestrado/Doutorado,Teoria da Computação,51801394988-2,"1,01901E+11",0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,22.0
1507,Autoavaliação,,51802354535-4,"1,04202E+11",3.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,42.0
1508,Mestrado/Doutorado,"Visão Computacional, Realidade Virtual e Aumentada",51801389503-4,"1,02901E+11",3.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,28.0
1509,Mestrado/Doutorado,Redes e Sistemas Distribuidos,51801396312-4,"1,01602E+11",1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,27.0
1510,Mestrado/Doutorado,Interface Humano-Computador,51801390676-7,"1,00702E+11",1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,22.0
1511,Mestrado/Doutorado,Engenharia de Software e Sistemas Computacionais,51801359784-8,"1,01002E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
