,CARGO,ESPECIALIDADE,INSCRICAO,IDENTIFICADOR,NOTA Matemática Discreta,NOTA Cálculo Diferencial Integral,NOTA Álgebra Linear,NOTA Geometria Analítica,NOTA Análise Combinatória,NOTA Probabilidade e Estatística,NOTA Lógica Matemática,NOTA Organização de Arquivos e Dados,NOTA Técnicas de Programação,NOTA Circuitos Digitais,NOTA Análise de Algoritmos,NOTA Teoria dos Grafos,"NOTA Linguagens Formais, Autômatos e Computabilidade",NOTA Algoritmos e Estruturas de Dados,NOTA Linguagens de Programação,NOTA Sistemas Operacionais,NOTA Arquitetura e Organização de Computadores,NOTA Rede de Computadores,NOTA Computação Gráfica,NOTA Inteligência Artificial,NOTA Engenharia de Software,NOTA Sistemas Distribuídos,NOTA Compiladores,NOTA Processamento de Imagens,NOTA Banco de Dados,NOTA TOTAL TO
2009,Mestrado/Doutorado,Teoria da Computação,39401649314-3,"1,04E+11",1.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,35.0
2010,Mestrado/Doutorado,Redes de Computadores e Comunicação de Dados,39401654244-4,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Autoavaliação,,39402684785-3,"1,02E+11",1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,33.0
2012,Mestrado/Doutorado,Sistemas Inteligentes,39401639644-4,"1,01E+11",1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,20.0
2013,Mestrado/Doutorado,Ciência Computacional,39401669766-4,"1,04E+11",0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,25.0
2014,Mestrado/Doutorado,Engenharia de Software,39401682608-4,"1,04E+11",1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0
2015,Mestrado/Doutorado,Inteligência Artificial,39401655431-7,"1,05E+11",3.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,38.0
2016,Mestrado/Doutorado,Processamento de Imagens e Sinais,39401671614-0,"1,05E+11",1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,24.0
2017,Mestrado/Doutorado,Sistemas de Computação,39401674012-6,"1,05E+11",1.0,2.0,3.0,0.0,2.0,2.0,2.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,38.0
2018,Autoavaliação,,39402684185-0,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Mestrado/Doutorado,Sistemas Embarcados e Engenharia de Software,39401685130-1,"1,03E+11",0.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,32.0
2020,Mestrado/Doutorado,Processamento Gráfico,39401648353-0,"1,04E+11",0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0,0.0,35.0
2021,Mestrado/Doutorado,Inteligência Computacional,39401660985-8,"1,02E+11",0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,28.0
2022,Mestrado/Doutorado,Redes de Computadores,39401684881-7,"1,04E+11",1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,22.0
2023,Mestrado/Doutorado,Inteligência Computacional,39401669022-0,"1,03E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Mestrado/Doutorado,Informática na Educação,39401674864-5,"1,01E+11",1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,29.0
2025,Mestrado/Doutorado,Teoria dos Grafos,39401670480-7,"1,03E+11",1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,25.0
2026,Mestrado/Doutorado,Reconhecimento de Padrões,39401668171-2,"1,05E+11",0.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,35.0
2027,Autoavaliação,,39402683971-3,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2028,Mestrado/Doutorado,Engenharia de software,39401659138-0,"1,02E+11",0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,28.0
2029,Mestrado/Doutorado,Teoria dos Grafos,39401682602-4,"1,01E+11",3.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,43.0
2030,Mestrado/Doutorado,Banco de Dados,39401640321-4,"1,05E+11",0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,24.0
2031,Mestrado/Doutorado,Visão e Robótica,39401684582-5,"1,01E+11",0.0,3.0,2.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,41.0
2032,Mestrado/Doutorado,Computação Aplicada a Biociências,39401675834-7,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2033,Mestrado/Doutorado,Modelagem Computacional,39401647554-8,"1,05E+11",0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0
2034,Mestrado/Doutorado,Aprendizado de Máquina,39401653205-5,"1,03E+11",1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0,46.0
2035,Mestrado/Doutorado,Computação Científica e Aplicada,39401684266-7,"1,04E+11",0.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,34.0
2036,Mestrado/Doutorado,Aprendizado de Máquina,39401679231-9,"1,02E+11",2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,37.0
2037,Mestrado/Doutorado,Metodologia da Computação,39401652833-7,"1,01E+11",1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0
2038,Mestrado/Doutorado,Microeletrônica,39401635933-2,"1,03E+11",1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,27.0
2039,Mestrado/Doutorado,Otimização,39401636776-7,"1,03E+11",1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,22.0
2040,Mestrado/Doutorado,Otimização Combinatória,39401664337-9,"1,04E+11",0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,28.0
2041,Mestrado/Doutorado,Engenharia de Sistemas Computacionais,39401655208-8,"1,03E+11",1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,20.0
2042,Mestrado/Doutorado,Reconhecimento de Padrões,39401641211-5,"1,01E+11",0.0,3.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,28.0
2043,Mestrado/Doutorado,Modelagem e Métodos Computacionais,39401646122-8,"1,04E+11",1.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0,3.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,40.0
2044,Mestrado/Doutorado,Análise de Padrões,39401682203-5,"1,02E+11",1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,31.0
2045,Mestrado/Doutorado,Aprendizado de Máquina e Processamento de Línguas Naturais,39401681721-1,"1,01E+11",0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,23.0
2046,Mestrado/Doutorado,ARQUITETURA DE COMPUTADORES E SISTEMAS DIGITAIS,39401667823-6,"1,03E+11",1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,35.0
2047,Mestrado/Doutorado,Inteligência Computacional,39401672918-9,"1,03E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2048,Mestrado/Doutorado,Redes de Computadores e Sistemas Distribuídos,39401638258-7,"1,04E+11",0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,2.0,31.0
2049,Mestrado/Doutorado,Projeto Integrado de Hardware e Software,39401673504-8,"1,01E+11",0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,31.0
2050,Mestrado/Doutorado,Aplicações da Computação,39401683453-7,"1,02E+11",0.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,33.0
2051,Mestrado/Doutorado,Linguagens de Programação,39401671829-3,"1,04E+11",0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0
2052,Mestrado/Doutorado,Interfaces Humano-Computador,39401655732-9,"1,04E+11",0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,26.0
2053,Autoavaliação,,39402668058-2,"1,04E+11",1.0,0.0,3.0,0.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,43.0
2054,Mestrado/Doutorado,SISTEMAS DE COMPUTAÇÃO,39401635762-2,"1,05E+11",2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0,1.0,34.0
2055,Mestrado/Doutorado,Banco de Dados e Engenharia de Software,39401646624-4,"1,05E+11",1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,34.0
2056,Mestrado/Doutorado,COMPUTAÇÃO PARALELA E DISTRIBUÍDA,39401684091-7,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2057,Mestrado/Doutorado,Processamento Paralelo e Distribuído,39401642456-9,"1,04E+11",2.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,46.0
2058,Mestrado/Doutorado,SISTEMAS DE COMPUTAÇÃO,39401665371-8,"1,01E+11",2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,33.0
2059,Mestrado/Doutorado,Computação,39401667091-5,"1,03E+11",3.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,33.0
2060,Autoavaliação,,39402659534-3,"1,02E+11",0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,22.0
2061,Mestrado/Doutorado,Tecnologia da Informação para Grandes Coorporações,39401666863-2,"1,01E+11",1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,34.0
2062,Mestrado/Doutorado,Infraestrutura de TI,39401641493-5,"1,01E+11",1.0,2.0,3.0,1.0,1.0,2.0,3.0,0.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,44.0
2063,Mestrado/Doutorado,Engenharia de Software,39401683106-4,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2064,Mestrado/Doutorado,Desenvolvimento de Jogos Digitais,39401682239-0,"1,03E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2065,Mestrado/Doutorado,Engenharia de Software,39401637316-5,"1,02E+11",1.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0
2066,Mestrado/Doutorado,Engenharia de Software,39401653374-0,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2067,Mestrado/Doutorado,Modelagem Computacional do Sistema Solo-Planta-Animal,39401666540-4,"1,03E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2068,Mestrado/Doutorado,Sistemas de Informação para a Web,39401642276-0,"1,01E+11",1.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,33.0
2069,Mestrado/Doutorado,Redes de Computadores e Sistemas Distribuídos,39401682285-0,"1,05E+11",2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,31.0
2070,Mestrado/Doutorado,Arquitetura de Sistemas Computacionais,39401672054-6,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2071,Mestrado/Doutorado,Ciência de Dados,39401682511-5,"1,05E+11",1.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,30.0
2072,Mestrado/Doutorado,"Computação Gráfica, Processamento de Imagens e Interação",39401663517-0,"1,02E+11",2.0,2.0,3.0,1.0,2.0,2.0,2.0,0.0,3.0,1.0,3.0,3.0,2.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,43.0
2073,Mestrado/Doutorado,ENGENHARIA DE SOFTWARE,39401684376-2,"1,05E+11",2.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,39.0
2074,Autoavaliação,,39402671005-2,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2075,Mestrado/Doutorado,ENGENHARIA DE SOFTWARE,39401665871-4,"1,05E+11",0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,31.0
2076,Autoavaliação,,39402646255-3,"1,03E+11",1.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,36.0
2077,Mestrado/Doutorado,Fundamentos da Computação,39401669378-3,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2078,Mestrado/Doutorado,Gestão de Riscos,39401642503-5,"1,02E+11",0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,23.0
2079,Mestrado/Doutorado,Teoria da Computação,39401640858-5,"1,05E+11",1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,24.0
2080,Mestrado/Doutorado,"Algoritmos (paralelos, distribuídos, aleatórios, exatos)",39401670393-8,"1,03E+11",0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,24.0
2081,Mestrado/Doutorado,Engenharia de Software e Sistemas de Informação,39401638183-4,"1,00E+11",1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,20.0
2082,Mestrado/Doutorado,Engenharia de Software e Banco de Dados,39401635163-9,"1,04E+11",2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,35.0
2083,Mestrado/Doutorado,Sistemas de Computação,39401652650-9,"1,04E+11",1.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,31.0
2084,Mestrado/Doutorado,Computação em Nuvem,39401671200-3,"1,03E+11",1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,23.0
2085,Mestrado/Doutorado,Otimização,39401673147-1,"1,02E+11",1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,21.0
2086,Mestrado/Doutorado,Computação Heurística,39401675155-2,"1,01E+11",0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,24.0
2087,Autoavaliação,,39402684496-0,"1,01E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2088,Mestrado/Doutorado,Computação Aplicada,39401670311-2,"1,02E+11",1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,26.0
2089,Mestrado/Doutorado,Verificação e Teste de Software,39401671090-2,"1,02E+11",1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,28.0
2090,Mestrado/Doutorado,Redes e Sistemas Distribuídos,39401682905-6,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2091,Mestrado/Doutorado,Banco de Dados,39401638064-0,"1,02E+11",0.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,27.0
2092,Mestrado/Doutorado,Aplicações da Computação,39401665857-8,"1,03E+11",0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,21.0
2093,Mestrado/Doutorado,Inteligência Computacional,39401673176-6,"1,02E+11",2.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,3.0,1.0,2.0,1.0,39.0
2094,Mestrado/Doutorado,COMPUTAÇÃO PARALELA E DISTRIBUÍDA,39401684439-7,"1,02E+11",0.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,3.0,2.0,0.0,3.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,33.0
2095,Mestrado/Doutorado,Segurança de Redes,39401679089-5,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2096,Mestrado/Doutorado,Redes e Sistemas Distribuídos,39401684576-7,"1,02E+11",1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,33.0
2097,Mestrado/Doutorado,Inteligência Artificial,39401681631-2,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2098,Mestrado/Doutorado,Redes de Computadores e de Telecomunicações,39401684345-8,"1,02E+11",0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0
2099,Mestrado/Doutorado,SEGURANÇA EM SISTEMAS COMPUTACIONAIS,39401651695-5,"1,01E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2100,Mestrado/Doutorado,Modelagem Conceitual e Bancos de Dados,39401684483-8,"1,04E+11",2.0,1.0,3.0,3.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,45.0
2101,Mestrado/Doutorado,Tecnologia da Informação,39401668150-6,"1,02E+11",1.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,44.0
2102,Mestrado/Doutorado,SISTEMAS DE COMPUTAÇÃO,39401671054-0,"1,05E+11",1.0,3.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,38.0
2103,Mestrado/Doutorado,Desenvolvimento de sistemas Web,39401665289-9,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2104,Mestrado/Doutorado,Modelagem e Métodos Computacionais,39401668134-0,"1,02E+11",0.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,31.0
2105,Mestrado/Doutorado,Sistemas Embarcados,39401635463-0,"1,01E+11",0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,19.0
2106,Mestrado/Doutorado,Engenharia de Software,39401672071-2,"1,00E+11",0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,29.0
2107,Autoavaliação,,39402680411-9,"1,02E+11",0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,23.0
2108,Mestrado/Doutorado,CIÊNCIA DA COMPUTAÇÃO,39401637818-1,"1,02E+11",2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,32.0
2109,Mestrado/Doutorado,SISTEMAS DE COMPUTAÇÃO,39401650065-0,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2110,Mestrado/Doutorado,Robótica Móvel,39401669271-6,"1,02E+11",1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,38.0
2111,Mestrado/Doutorado,Arquitetura de Computadores e Sistemas Distribuídos,39401670813-9,"1,00E+11",1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,27.0
