INSCRICAO,SEXO,CIDADE,ESTADO,CARGO,CÓDIGO,LOCAL DE PROVA,ANO
47101162504-9,M,Juiz de Fora,MG,1-Mestrado/Doutorado,1,Juiz de Fora/MG,2018
47101176165-0,M,Mallet,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101174704-1,M,Paranavaí,PR,1-Mestrado/Doutorado,1,Maringá/PR,2018
47101170510-0,M,Ribeirão Preto,SP,1-Mestrado/Doutorado,1,Ribeirão Preto/SP,2018
47101171669-4,M,Penápolis,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2018
47101171783-8,M,Aracaju,SE,1-Mestrado/Doutorado,1,Aracaju/SE,2018
47101163804-7,M,Tangará da Serra,MT,1-Mestrado/Doutorado,1,Cuiabá/MT,2018
47101173495-7,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101176824-8,M,Viamão,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2018
47101146352-0,M,Londrina,PR,1-Mestrado/Doutorado,1,Londrina/PR,2018
47101175391-2,M,Picos,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101148396-5,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101147076-0,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47101172578-1,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47101154056-0,M,Girau do Ponciano,AL,1-Mestrado/Doutorado,1,Maceió/AL,2018
47101150841-5,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101175418-4,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2018
47101162629-2,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101174725-8,M,Galante -Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47102154951-0,M,Porto Alegre,RS,2-Autoavaliação,2,Porto Alegre/RS,2018
47101162823-7,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2018
47101175561-2,M,Paraguaçu,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2018
47101161516-0,F,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101175112-2,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2018
47101148026-6,M,Acari,RN,1-Mestrado/Doutorado,1,Natal/RN,2018
47101146923-9,M,São José de Ribamar,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47101162902-8,F,Recife,PE,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101145964-5,F,Araxá,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101174423-6,F,Itacoatiara,AM,1-Mestrado/Doutorado,1,Manaus/AM,2018
47101172393-3,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101176891-5,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101146779-5,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101175441-9,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101173752-6,M,Vitória da Conquista,BA,1-Mestrado/Doutorado,1,Vitória da Conquista/BA,2018
47101149676-7,F,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101146402-6,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101162949-0,M,Mossoró,RN,1-Mestrado/Doutorado,1,Mossoró/RN,2018
47101171698-9,M,Santa Maria,RS,1-Mestrado/Doutorado,1,Santa Maria/RS,2018
47101149383-3,M,Ribeirão Preto,SP,1-Mestrado/Doutorado,1,Ribeirão Preto/SP,2018
47101146665-0,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101158862-2,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101173949-2,M,Manaus,AM,1-Mestrado/Doutorado,1,Manaus/AM,2018
47101172060-7,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101171384-9,M,São João Del Rei,MG,1-Mestrado/Doutorado,1,Lavras/MG,2018
47101171623-1,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101173903-0,M,Itacoatiara,AM,1-Mestrado/Doutorado,1,Manaus/AM,2018
47101173037-9,M,Salvador,BA,1-Mestrado/Doutorado,1,Salvador/BA,2018
47101173847-5,M,Camboriú,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101153286-3,M,Picos,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101176333-0,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47102147384-4,M,Chapecó,SC,2-Autoavaliação,2,Chapecó/SC,2018
47101146950-3,M,Castanhal,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101171873-7,M,Ibirama,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101176596-3,M,São José do Rio Preto,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2018
47101176974-6,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101155011-4,M,Natal,RN,1-Mestrado/Doutorado,1,Natal/RN,2018
47101171852-0,M,Poços de Caldas,MG,1-Mestrado/Doutorado,1,Poços de Caldas/MG,2018
47101148813-6,M,Ipatinga,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2018
47101165577-5,M,Ouro Preto,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2018
47101173827-9,M,Santo Antônio de Pádua,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47101171896-3,M,Ibiporã,PR,1-Mestrado/Doutorado,1,Londrina/PR,2018
47101165912-5,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101156126-6,M,Mogi Guaçu,SP,1-Mestrado/Doutorado,1,Campinas/SP,2018
47101174785-7,M,Ibirubá,RS,1-Mestrado/Doutorado,1,Santa Maria/RS,2018
47102174593-4,M,Bagé,RS,2-Autoavaliação,2,Bagé/RS,2018
47101176831-6,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2018
47101166303-0,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101174426-6,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101164738-0,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101147341-8,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47101169151-5,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47101147195-4,M,Santa Maria,RS,1-Mestrado/Doutorado,1,Santa Maria/RS,2018
47101174031-5,F,Jaicós,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101171805-0,F,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101146784-3,F,Viçosa,MG,1-Mestrado/Doutorado,1,Viçosa/MG,2018
47101172508-4,F,Arequipa,OU,1-Mestrado/Doutorado,1,Arequipa/Peru,2018
47101171501-8,F,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101174049-3,F,Américo Brasiliense,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2018
47102153810-3,F,Campina Grande,PB,2-Autoavaliação,2,Campina Grande/PB,2018
47102174105-1,F,Catanduva,SP,2-Autoavaliação,2,São José do Rio Preto/SP,2018
47101175359-0,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47102146322-9,M,São Paulo,SP,2-Autoavaliação,2,São Paulo/SP,2018
47101154202-4,M,Banabuiú,CE,1-Mestrado/Doutorado,1,Quixadá/CE,2018
47101159298-0,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101174325-9,M,Montes Claros,MG,1-Mestrado/Doutorado,1,São Carlos/SP,2018
47101146086-2,M,Lagoa da Prata,MG,1-Mestrado/Doutorado,1,Lavras/MG,2018
47101171559-9,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101160026-6,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47101166360-9,M,Laranjeiras do Sul,PR,1-Mestrado/Doutorado,1,Cascavel/PR,2018
47101161426-1,M,Ipanema,MG,1-Mestrado/Doutorado,1,Juiz de Fora/MG,2018
47102152067-0,M,Imperatriz,MA,2-Autoavaliação,2,Imperatriz/MA,2018
47101173464-2,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47102172443-3,M,São João Del Rei,MG,2-Autoavaliação,2,Lavras/MG,2018
47101148798-4,M,Cachoeira dos Índios,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101173409-3,M,Presidente Médici,RO,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101174942-9,M,Botucatu,SP,1-Mestrado/Doutorado,1,Bauru/SP,2018
47101172688-7,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101161414-3,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2018
47101155016-4,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47102169654-5,M,São Paulo,SP,2-Autoavaliação,2,São Paulo/SP,2018
47102174490-7,M,Florianópolis,SC,2-Autoavaliação,2,Florianópolis/SC,2018
47101149701-7,M,Santo Augusto,RS,1-Mestrado/Doutorado,1,Chapecó/SC,2018
47101174944-9,M,Coxim,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47101146217-0,M,Presidente Prudente,SP,1-Mestrado/Doutorado,1,Presidente Prudente/SP,2018
47101175473-3,M,Arequipa,OU,1-Mestrado/Doutorado,1,Arequipa/Peru,2018
47101146157-5,M,João Monlevade,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2018
47101176658-8,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101147703-4,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47101161422-1,M,Picos,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101176207-8,M,Aracaju,SE,1-Mestrado/Doutorado,1,Aracaju/SE,2018
47101149668-9,M,LIMA,OU,1-Mestrado/Doutorado,1,Lima/Peru,2018
47101163631-7,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47102158814-5,M,Vau-Açu -Ponte Nova,MG,2-Autoavaliação,2,Viçosa/MG,2018
47101147933-3,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101174643-7,M,Lavras,MG,1-Mestrado/Doutorado,1,Lavras/MG,2018
47101174404-0,M,Arequipa,OU,1-Mestrado/Doutorado,1,Arequipa/Peru,2018
47101171899-3,M,Manaus,AM,1-Mestrado/Doutorado,1,Manaus/AM,2018
47101170347-0,M,Taquaritinga,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2018
47101176182-6,M,Russas,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101160308-1,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101146201-1,F,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47101173766-4,F,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101168088-6,F,Natal,RN,1-Mestrado/Doutorado,1,Natal/RN,2018
47101147887-7,F,Londrina,PR,1-Mestrado/Doutorado,1,Londrina/PR,2018
47101155819-2,F,Divinópolis,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2018
47101158004-5,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47102174816-0,F,Bela Vista de Minas,MG,2-Autoavaliação,2,Belo Horizonte/MG,2018
47101159305-3,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2018
47101167212-7,M,Blumenau,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101160004-0,M,Serra,ES,1-Mestrado/Doutorado,1,Vitória/ES,2018
47101177199-0,M,Dourados,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47101173622-4,M,Pombal,PB,1-Mestrado/Doutorado,1,João Pessoa/PB,2018
47101173825-9,M,Sumaré,SP,1-Mestrado/Doutorado,1,Campinas/SP,2018
47101173773-2,M,Patos de Minas,MG,1-Mestrado/Doutorado,1,Ponta Porã/MS,2018
47101160721-7,M,Araçatuba,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2018
47101174943-9,M,Ituiutaba,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101149673-7,M,Parnamirim,RN,1-Mestrado/Doutorado,1,Natal/RN,2018
47101161824-0,F,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101174279-2,M,Marabá,PA,1-Mestrado/Doutorado,1,Marabá/PA,2018
47101158353-8,M,Picos,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101165596-1,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101175095-0,F,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2018
47101176662-6,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101177002-0,M,Altos,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101176434-7,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2018
47101159337-8,F,Américo de Campos,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2018
47101149244-3,M,Araranguá,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101164594-5,M,Belém,PA,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47101148609-3,M,Sapiranga,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2018
47101174518-5,M,Arequipa,OU,1-Mestrado/Doutorado,1,Arequipa/Peru,2018
47101156886-6,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101171918-5,M,São João Del Rei,MG,1-Mestrado/Doutorado,1,Lavras/MG,2018
47101176502-0,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101174831-3,M,São Valentim,RS,1-Mestrado/Doutorado,1,Erechim/RS,2018
47101177170-4,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101171846-2,M,Salvador,BA,1-Mestrado/Doutorado,1,Salvador/BA,2018
47101176337-0,M,Arequipa,OU,1-Mestrado/Doutorado,1,Arequipa/Peru,2018
47101175634-5,M,Anápolis,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2018
47101150772-2,M,São José do Rio Preto,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2018
47101174958-7,M,Oeiras,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101152963-1,M,João Pessoa,PB,1-Mestrado/Doutorado,1,João Pessoa/PB,2018
47101174472-7,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101159503-8,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101175517-1,M,São Bernardo do Campo,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2018
47101148188-2,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47101164128-9,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Lavras/MG,2018
47101147010-1,M,Mogi Mirim,SP,1-Mestrado/Doutorado,1,Campinas/SP,2018
47101168533-1,M,Formiga,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2018
47101173516-9,M,Presidente Prudente,SP,1-Mestrado/Doutorado,1,Presidente Prudente/SP,2018
47101174857-0,M,Salvador,BA,1-Mestrado/Doutorado,1,Salvador/BA,2018
47101174712-0,M,Birigui,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2018
47101147569-9,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101165688-0,M,Carmo do Paranaíba,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101163551-6,M,Vitória,ES,1-Mestrado/Doutorado,1,Vitória/ES,2018
47101150892-6,M,Caldas Novas,GO,1-Mestrado/Doutorado,1,Jataí/GO,2018
47101173284-4,M,João Pessoa,PB,1-Mestrado/Doutorado,1,João Pessoa/PB,2018
47101173229-5,M,Canoas,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2018
47101150926-6,M,Palotina,PR,1-Mestrado/Doutorado,1,Cascavel/PR,2018
47101177204-4,M,Dourados,MS,1-Mestrado/Doutorado,1,Ponta Porã/MS,2018
47101173411-1,M,Ocara,CE,1-Mestrado/Doutorado,1,Quixadá/CE,2018
47101170831-8,F,Alegrete,RS,1-Mestrado/Doutorado,1,Alegrete/RS,2018
47101161400-5,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101146713-6,F,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2018
47101157824-3,M,Itabira,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2018
47101176717-2,M,Brasília,DF,1-Mestrado/Doutorado,1,Brasília/DF,2018
47101173127-8,M,Castilho,SP,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47101171855-0,M,Paraíba do Sul,RJ,1-Mestrado/Doutorado,1,Juiz de Fora/MG,2018
47101176565-9,M,João Pessoa,PB,1-Mestrado/Doutorado,1,João Pessoa/PB,2018
47101175078-4,M,São João Del Rei,MG,1-Mestrado/Doutorado,1,Lavras/MG,2018
47101147335-0,M,Silveira Martins,RS,1-Mestrado/Doutorado,1,Santa Maria/RS,2018
47101174323-9,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2018
47101154986-0,M,Quixadá,CE,1-Mestrado/Doutorado,1,Quixadá/CE,2018
47101174336-7,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101146054-8,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47101174036-5,M,João Pessoa,PB,1-Mestrado/Doutorado,1,João Pessoa/PB,2018
47101146513-1,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101150864-1,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2018
47101146059-8,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47102161051-0,M,Chapecó,SC,2-Autoavaliação,2,Chapecó/SC,2018
47102146265-4,M,São Miguel do Oeste,SC,2-Autoavaliação,2,Chapecó/SC,2018
47101176970-6,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101169920-9,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2018
47101152727-4,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101146980-8,M,Santa Maria,RS,1-Mestrado/Doutorado,1,Bagé/RS,2018
47101173339-0,M,Feira de Santana,BA,1-Mestrado/Doutorado,1,Salvador/BA,2018
47101163303-0,M,Balsas,MA,1-Mestrado/Doutorado,1,Imperatriz/MA,2018
47101148140-0,M,Cariacica,ES,1-Mestrado/Doutorado,1,Vitória/ES,2018
47101146044-0,M,Novo Horizonte,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2018
47101174137-2,M,Vitória,ES,1-Mestrado/Doutorado,1,Vitória/ES,2018
47101148913-3,M,Erechim,RS,1-Mestrado/Doutorado,1,Erechim/RS,2018
47101150649-0,M,Vila Velha,ES,1-Mestrado/Doutorado,1,Vitória/ES,2018
47102149794-4,M,Santo André,SP,2-Autoavaliação,2,São Paulo/SP,2018
47101172685-7,M,Alfenas,MG,1-Mestrado/Doutorado,1,Poços de Caldas/MG,2018
47101164256-0,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2018
47101175574-0,M,Campinas,SP,1-Mestrado/Doutorado,1,Campinas/SP,2018
47101159596-1,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101150990-3,M,Santarém,PA,1-Mestrado/Doutorado,1,Manaus/AM,2018
47101174163-7,M,Pelotas,RS,1-Mestrado/Doutorado,1,Pelotas/RS,2018
47102174241-1,M,Frederico Westphalen,RS,2-Autoavaliação,2,Chapecó/SC,2018
47102147050-8,M,Goiânia,GO,2-Autoavaliação,2,Goiânia/GO,2018
47102176910-0,M,Belo Horizonte,MG,2-Autoavaliação,2,Belo Horizonte/MG,2018
47102174380-1,M,Rio de Janeiro,RJ,2-Autoavaliação,2,Rio de Janeiro/RJ,2018
47101157553-6,F,Nova Trento,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47102152126-4,M,São Paulo,SP,2-Autoavaliação,2,São Paulo/SP,2018
47101176428-9,M,Itapevi,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101152785-3,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101168117-6,M,Sertãozinho,SP,1-Mestrado/Doutorado,1,Ribeirão Preto/SP,2018
47101166137-0,M,Blumenau,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101174213-3,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47102147192-8,M,Santo André,SP,2-Autoavaliação,2,São Paulo/SP,2018
47101147039-8,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101171522-4,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47101173217-7,M,São José,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101175681-6,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101170009-5,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47101150374-3,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47101161479-2,M,Guatambú,SC,1-Mestrado/Doutorado,1,Chapecó/SC,2018
47101174791-5,M,Ijuí,RS,1-Mestrado/Doutorado,1,Santa Maria/RS,2018
47101154587-1,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47102145942-2,M,São Miguel do Oeste,SC,2-Autoavaliação,2,Chapecó/SC,2018
47101173711-3,F,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47101176202-8,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101145980-1,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101149254-1,F,Vila Velha,ES,1-Mestrado/Doutorado,1,Vitória/ES,2018
47101175467-5,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47101174236-0,M,Lages,SC,1-Mestrado/Doutorado,1,Porto Alegre/RS,2018
47101171573-5,M,Viçosa,MG,1-Mestrado/Doutorado,1,Viçosa/MG,2018
47101147504-0,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101156480-7,F,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101163128-2,F,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101146123-0,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47101165669-4,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101147729-0,F,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101158212-8,M,Matelândia,PR,1-Mestrado/Doutorado,1,Cascavel/PR,2018
47101173935-4,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101146057-8,M,Manaus,AM,1-Mestrado/Doutorado,1,Manaus/AM,2018
47101174193-1,M,LIMA,OU,1-Mestrado/Doutorado,1,Lima/Peru,2018
47101176334-0,M,Pelotas,RS,1-Mestrado/Doutorado,1,Pelotas/RS,2018
47101159262-5,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47101175595-7,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101173035-9,F,Maceió,AL,1-Mestrado/Doutorado,1,Maceió/AL,2018
47101169109-4,F,Campinas,SP,1-Mestrado/Doutorado,1,Campinas/SP,2018
47101150443-6,M,Barra do Garças,MT,1-Mestrado/Doutorado,1,Goiânia/GO,2018
47101174009-0,M,Pelotas,RS,1-Mestrado/Doutorado,1,Pelotas/RS,2018
47101171343-6,M,Londrina,PR,1-Mestrado/Doutorado,1,Londrina/PR,2018
47101172973-0,M,Sabará,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2018
47101177073-7,M,Caçapava do Sul,RS,1-Mestrado/Doutorado,1,Bagé/RS,2018
47101171995-0,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101154872-5,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101175527-0,M,São Gonçalo,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47101157319-9,M,Juiz de Fora,MG,1-Mestrado/Doutorado,1,Juiz de Fora/MG,2018
47101175023-3,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47101167013-2,M,Vila Velha,ES,1-Mestrado/Doutorado,1,Vitória/ES,2018
47102166669-4,M,Ponta Grossa,PR,2-Autoavaliação,2,Curitiba/PR,2018
47101167796-9,M,Ervália,MG,1-Mestrado/Doutorado,1,Viçosa/MG,2018
47101173581-6,M,Maceió,AL,1-Mestrado/Doutorado,1,Maceió/AL,2018
47101154554-7,M,Osasco,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101158729-2,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2018
47101157559-6,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101146885-0,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47101155189-9,M,Blumenau,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101152196-8,M,Cachoeira,BA,1-Mestrado/Doutorado,1,Salvador/BA,2018
47101176317-3,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101153349-8,M,Serra,ES,1-Mestrado/Doutorado,1,Vitória/ES,2018
47101174602-4,M,Chapecó,SC,1-Mestrado/Doutorado,1,Chapecó/SC,2018
47101150980-5,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101152217-0,M,Indaiatuba,SP,1-Mestrado/Doutorado,1,Campinas/SP,2018
47101164797-0,M,Lins,SP,1-Mestrado/Doutorado,1,Bauru/SP,2018
47101155748-0,M,Panambi,RS,1-Mestrado/Doutorado,1,Santa Maria/RS,2018
47101173454-4,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101174194-1,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101175408-6,M,Joinville,SC,1-Mestrado/Doutorado,1,Joinville/SC,2018
47101167433-8,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101148268-3,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101147728-0,F,Jaú,SP,1-Mestrado/Doutorado,1,Bauru/SP,2018
47101171831-4,M,Viçosa,MG,1-Mestrado/Doutorado,1,Viçosa/MG,2018
47101173099-8,M,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
