INSCRICAO,SEXO,ESTADO,REGIAO,ESPECIALIDADE,PRESENTE DIA1,CARGO,Matemática Discreta,Cálculo Diferencial e Integral,Álgebra Linear,Geometria Analítica,Análise Combinatória,Probabilidade e Estatística,Lógica Matemática,Organização de Arquivos e Dados,Técnicas de Programação,Circuitos Digitais,Análise de Algoritmos,Teoria dos Grafos,"Linguagens Formais, Autômatos e Computabilidade",Algoritmos e Estruturas de Dados,Linguagens de Programação,Sistemas Operacionais,Arquitetura e Organização de Computadores,Redes de Computadores,Computação Gráfica,Inteligência Artificial,Engenharia de Software,Sistemas Distribuídos,Compiladores,Processamento de Imagens,Banco de Dados,ANO,IDADE
42101811444-1,M,CE,nordeste,engenharia de software,S,Mestrado/Doutorado,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,2017,25
42101834979-2,M,SP,sudeste,engenharia de software,S,Mestrado/Doutorado,2.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2017,26
42101833362-4,M,CE,nordeste,ciência computacional,S,Mestrado/Doutorado,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,2.0,2017,23
42101823200-2,M,PB,nordeste,computação visual,S,Mestrado/Doutorado,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,2017,25
42101826244-4,M,PA,norte,engenharia de software,S,Mestrado/Doutorado,1.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2017,22
42101834333-6,M,SE,nordeste,inteligência artificial,S,Mestrado/Doutorado,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2017,24
42101835119-1,M,PR,sul,redes e sistemas distribuídos,S,Mestrado/Doutorado,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,2017,36
42101829554-3,M,MS,centro_oeste,sistemas de computação,S,Mestrado/Doutorado,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,2017,24
42101809251-0,M,PR,sul,redes e sistemas distribuídos,S,Mestrado/Doutorado,2.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,2017,29
42101825965-5,M,PI,nordeste,arquitetura de computadores,S,Mestrado/Doutorado,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,2017,22
42101833229-4,M,SP,sudeste,inteligência artificial,S,Mestrado/Doutorado,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,2017,22
42101810209-8,M,PI,nordeste,computação aplicada,S,Mestrado/Doutorado,3.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,1.0,0.0,1.0,3.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2017,42
42101811318-0,M,PR,sul,sistemas embarcados,S,Mestrado/Doutorado,2.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,2.0,3.0,2.0,0.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,2017,25
42101827573-7,M,MS,centro_oeste,teoria da computação,S,Mestrado/Doutorado,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2017,41
42101821262-9,F,PB,nordeste,engenharia de software,S,Mestrado/Doutorado,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,2017,22
42101811689-9,M,BA,nordeste,computação aplicada,S,Mestrado/Doutorado,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,2017,27
42101810797-8,M,AL,nordeste,engenharia de software,S,Mestrado/Doutorado,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2017,28
42101827286-3,M,SP,sudeste,inteligência artificial,S,Mestrado/Doutorado,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,2017,21
42101829273-8,F,PR,sul,engenharia de software,S,Mestrado/Doutorado,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2017,28
42101819125-4,M,CE,nordeste,engenharia de software,S,Mestrado/Doutorado,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,2017,41
42101809632-3,F,SP,sudeste,engenharia de software,S,Mestrado/Doutorado,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2017,24
42101835718-5,M,PI,nordeste,inteligência artificial,S,Mestrado/Doutorado,1.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,2017,34
42101835628-6,M,ES,sudeste,inteligência artificial,S,Mestrado/Doutorado,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2017,28
42101810366-4,M,PI,nordeste,computação aplicada,S,Mestrado/Doutorado,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2017,22
42101834590-0,M,PA,norte,engenharia de software,S,Mestrado/Doutorado,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,2017,24
42101810362-4,M,MG,sudeste,sistemas de computação,S,Mestrado/Doutorado,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2017,39
42101834659-4,M,PA,norte,redes de computadores,S,Mestrado/Doutorado,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2017,36
42101833621-3,M,MG,sudeste,otimização e inteligência artificial,S,Mestrado/Doutorado,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,2017,22
42101809844-6,F,PI,nordeste,sistemas de computação,S,Mestrado/Doutorado,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,2017,22
42101835605-0,M,CE,nordeste,sistemas de informação,S,Mestrado/Doutorado,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,2017,31
42101832182-0,M,MG,sudeste,sistemas de computação,S,Mestrado/Doutorado,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,2017,55
42101809904-0,M,PR,sul,engenharia de software,S,Mestrado/Doutorado,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2017,34
42101810105-0,M,SP,sudeste,sistemas distribuídos,S,Mestrado/Doutorado,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2017,26
42101812036-0,M,PR,sul,tecnologia da informação,S,Mestrado/Doutorado,2.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2017,23
42101829672-7,M,CE,nordeste,ciência computacional,S,Mestrado/Doutorado,2.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2017,30
42101834672-0,M,PR,sul,engenharia de software,S,Mestrado/Doutorado,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2017,20
42101810190-4,M,SC,sul,engenharia de software,S,Mestrado/Doutorado,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,3.0,1.0,0.0,2.0,2017,32
42101827845-4,M,RS,sul,inteligência artificial,S,Mestrado/Doutorado,1.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,2017,29
42101835792-0,M,ES,sudeste,inteligência artificial,S,Mestrado/Doutorado,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2017,24
42101821708-6,M,MS,centro_oeste,sistemas de computação,S,Mestrado/Doutorado,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2017,21
42101821074-2,M,SC,sul,inteligência artificial,S,Mestrado/Doutorado,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,2017,21
42101835681-5,M,PB,nordeste,sistemas de informação,S,Mestrado/Doutorado,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,2017,27
42101822542-0,M,RS,sul,inteligência artificial,S,Mestrado/Doutorado,1.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2017,26
42101826720-4,M,RN,nordeste,ciência computacional,S,Mestrado/Doutorado,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2017,21
42101834993-9,M,CE,nordeste,sistemas de informação,S,Mestrado/Doutorado,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2017,31
42101809492-8,F,MG,sudeste,banco de dados,S,Mestrado/Doutorado,2.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2017,25
42101810417-0,F,MS,centro_oeste,engenharia de software,S,Mestrado/Doutorado,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2017,24
42101831189-3,F,MG,sudeste,sistemas embarcados,S,Mestrado/Doutorado,2.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,3.0,2017,26
42101828636-8,F,PI,nordeste,computação aplicada,S,Mestrado/Doutorado,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,2017,25
42101830357-7,M,MG,sudeste,banco de dados,S,Mestrado/Doutorado,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2017,26
42101830609-8,M,RS,sul,computação aplicada,S,Mestrado/Doutorado,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,3.0,3.0,3.0,1.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,2017,22
42101812652-0,M,MG,sudeste,otimização e inteligência artificial,S,Mestrado/Doutorado,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,2017,23
42101826674-8,M,MS,centro_oeste,inteligência artificial,S,Mestrado/Doutorado,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2017,29
42101809452-5,M,PA,norte,inteligência artificial,S,Mestrado/Doutorado,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2017,24
42101831437-4,M,PR,sul,inteligência artificial,S,Mestrado/Doutorado,3.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2017,24
42101810243-0,M,PR,sul,inteligência artificial,S,Mestrado/Doutorado,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2017,23
42101834885-3,M,SP,sudeste,computação visual,S,Mestrado/Doutorado,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,2017,23
42101835044-9,M,CE,nordeste,ciência computacional,S,Mestrado/Doutorado,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2017,32
42101810352-6,M,PB,nordeste,redes de computadores,S,Mestrado/Doutorado,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2017,28
42101826845-8,F,ES,sudeste,inteligência artificial,S,Mestrado/Doutorado,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,2017,32
42101835139-8,M,MG,sudeste,computação aplicada,S,Mestrado/Doutorado,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2017,36
42101824387-1,M,SP,sudeste,sistemas distribuídos,S,Mestrado/Doutorado,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,2017,25
42101818669-7,M,MS,centro_oeste,inteligência artificial,S,Mestrado/Doutorado,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2017,22
42101829415-3,M,SP,sudeste,engenharia de software,S,Mestrado/Doutorado,1.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,2017,24
42101811422-5,M,SP,sudeste,inteligência artificial,S,Mestrado/Doutorado,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2017,34
42101812106-3,M,GO,centro_oeste,engenharia de software,S,Mestrado/Doutorado,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,2017,21
42101835067-5,M,RJ,sudeste,arquitetura de computadores,S,Mestrado/Doutorado,2.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,0.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,2017,24
42101820628-9,M,PR,sul,engenharia de software,S,Mestrado/Doutorado,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2017,21
42101825070-8,M,MT,centro_oeste,redes de computadores,S,Mestrado/Doutorado,1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,3.0,2017,20
42101835398-1,M,MT,centro_oeste,sistemas distribuídos,S,Mestrado/Doutorado,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,2017,26
42101828391-5,M,MG,sudeste,redes de computadores,S,Mestrado/Doutorado,2.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,2017,24
42101809558-2,M,SP,sudeste,engenharia de software,S,Mestrado/Doutorado,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2017,24
42101809461-3,M,RS,sul,computação aplicada,S,Mestrado/Doutorado,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2017,24
42101834381-7,M,SP,sudeste,inteligência artificial,S,Mestrado/Doutorado,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2017,24
42101828339-6,M,MG,sudeste,sistemas distribuídos,S,Mestrado/Doutorado,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2017,22
42101835395-1,M,SC,sul,inteligência artificial,S,Mestrado/Doutorado,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2017,20
42101835002-6,M,RS,sul,engenharia de software,S,Mestrado/Doutorado,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2017,42
42101833572-7,M,RJ,sudeste,aprendizado de máquina,S,Mestrado/Doutorado,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,3.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2017,23
42101833549-2,M,PB,nordeste,engenharia de software,S,Mestrado/Doutorado,2.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,2.0,3.0,2.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,0.0,2.0,2017,21
42101834895-1,M,ES,sudeste,sistemas de informação,S,Mestrado/Doutorado,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2017,25
42101810554-0,M,RS,sul,inteligência artificial,S,Mestrado/Doutorado,3.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2017,25
42101824465-2,M,ES,sudeste,inteligência artificial,S,Mestrado/Doutorado,1.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,2017,33
42101810129-7,M,SP,sudeste,computação aplicada,S,Mestrado/Doutorado,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,2017,21
42101829358-9,M,PA,norte,inteligência artificial,S,Mestrado/Doutorado,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,2017,26
42101810731-9,M,CE,nordeste,engenharia de software,S,Mestrado/Doutorado,1.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,2017,24
42101810698-0,M,CE,nordeste,inteligência artificial,S,Mestrado/Doutorado,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2017,21
42101835420-1,M,PB,nordeste,sistemas de informação,S,Mestrado/Doutorado,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,2017,24
42101831701-1,M,TO,norte,engenharia de software,S,Mestrado/Doutorado,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2017,29
42101812481-0,M,PR,sul,sistemas de informação,S,Mestrado/Doutorado,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2017,40
42101834519-4,M,PR,sul,sistemas de informação,S,Mestrado/Doutorado,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2017,24
42101832405-6,M,RS,sul,computação aplicada,S,Mestrado/Doutorado,1.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,2017,43
42101810422-9,M,MG,sudeste,banco de dados,S,Mestrado/Doutorado,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2017,23
42101830471-0,M,PI,nordeste,computação aplicada,S,Mestrado/Doutorado,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2017,37
42101826039-1,M,MG,sudeste,banco de dados,S,Mestrado/Doutorado,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2017,21
42101818113-0,M,MA,nordeste,banco de dados,S,Mestrado/Doutorado,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2017,26
